Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Sold_price,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Days_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality,Description
C4910701,Unit 1106 - 225 Sackville St,Regent Park - Toronto,Condo Apt,"$599,900","$652,487",2020-09-25,"$565,000",1+1 Bedrooms,2 Bathrooms,1 Garage,"$1,901","Condo Apt, Apartment",$476/month,-,600-699 feet??,None,"water,heat",10 days,17 day(s),2020-09-14,2020-10-07,"$2,256",2.79%,Dundas/River Streets,"Bike Storage, Concierge, Guest Suites, Gym, Party/Meeting Room, Visitor Parking",W,Toronto,"Deluxe West Facing 1 Bedroom + Den + 2 Baths, With Private Balcony And Amazing Views Of The City Skyline. Open Concept Layout, Floor To Ceiling Windows And Sleek Kitchen With Breakfast Bar. Excellent Amenities: Gym, Outdoor/Indoor Lounge W Bbq And Cabanas, Guest Suites, Media Room, 24 Hr Concierge. Steps To Ttc, 6 Acre Park, Aquatic Center(Free). 1 Locker I Ncluded. Parking Available For Rent."
C4906036,Unit 823 - 550 Queens Quay W,Waterfront Communities C1 - Toronto,Condo Apt,"$599,000","$618,536",2020-09-26,"$585,000",1 Bedrooms,1 Bathrooms,1 Garage,"$2,021","Condo Apt, 2-Storey",$445/month,16-30,600-699 feet??,None,water,14 days,20 day(s),2020-09-10,2020-09-29,"$1,800",2.11%,Queens Quay And Spadina,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",N,Toronto,"Waterfront Boutique Building-1 Bdrm Suite W/Parking & A Locker. Ttc Is Right Outside Your Front Door. Walk Across The Street To The Music Garden, Harbourfront Centre, Lake Access, Parks, Marina, Green Space & Trails. Updated 1 Bedroom 2 Storey Unit With Floor To Ceiling Wdws, Newly Renovated Bathroom With A Free Standing Shower & Separate Tub. Modern Kitchen With Ample Cupboard Space, New Stainless Steel Sink And Gooseneck Faucet. Gorgeous Outdoor Amenities."
C4905731,Unit 306 - 52 Sumach St,Moss Park - Toronto,Condo Apt,"$599,000","$619,939",2020-09-21,"$589,000",1 Bedrooms,1 Bathrooms,0 Garage,"$2,260","Condo Apt, Loft",$577/month,-,600-699 feet??,None,water,14 days,15 day(s),2020-09-10,2020-09-25,"$1,978",2.19%,King & Sumach,"Gym, Party/Meeting Room, Rooftop Deck/Garden, Security System",W,Toronto,"Welcome To This Absolutely Gorgeous Meticulously Maintained One Bedroom Loft. A Rare Condo In A Boutique 5-Storey Building In The Heart Of Corktown. Featuring Open Concept Design, 10 Ft Ceilings, A Spacious Terrace With A Private View, Floor To Ceiling Windows, Polished Concrete Floor, S/S Appliances, Granite Countertop, And One Locker. Steps From Distillery District, Corktown Commons Park, St Lawrence Market."
C4904528,Unit 4205 - 210 Victoria St,Church-Yonge Corridor - Toronto,Condo Apt,"$599,000","$599,522",2020-09-15,"$585,000",1 Bedrooms,1 Bathrooms,1 Garage,"$2,069","Condo Apt, Apartment",$596/month,-,600-699 feet??,None,"water,hydro,heat",15 days,22 day(s),2020-09-09,2020-09-25,"$2,130",2.46%,Yonge And Dundas,"Concierge, Gym, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden, Security Guard",S,Toronto,"Absolutely Gorgeous,Bright,Immaculately Kept One-Bedroom At Luxurious Pantages Tower.Spectacular South Lake And Skyline Views. Granite Countertops,Wide Living Room With Modern Wall Unit. Engineered Flooring Throughout,Walk-In Closet In The Bedroom. Enjoy Upscale Living At The Heart Of Downtown. Walk To Ryerson University,Eaton Center, Subways And Business District."
C4897346,Unit 201 - 260 Merton St,Mount Pleasant West - Toronto,Condo Apt,"$649,900","$692,307",2020-09-17,"$639,000",2 Bedrooms,2 Bathrooms,1 Garage,"$2,703","Condo Apt, Apartment",$716/month,-,800-899 feet??,None,water,21 days,17 day(s),2020-09-03,2020-09-24,"$2,503",2.50%,Mt Pleasant Rd And Merton St,"Party/Meeting Room, Visitor Parking",N,Toronto,"Suite 201 Is Move-In Ready In A Sought After Boutique Building. 845 Sq. Ft (2 Bed, 2 Bath) With The Living Space Dividing The Bedrooms. One Of The Bedrooms Features A Murphy Bed! Laminate Flooring Throughout. Enjoy The View, Unwind, And Entertain On Your Oversized Balcony Looking At The Beautiful Back Garden With The Lush And Mature Trees. Location Is Everything! Walking Distance To The Subway, Shopping, Schools, The Kay Gardner Beltline, And Much More!"
C4894404,Unit 1010 - 629 King St W,Waterfront Communities C1 - Toronto,Condo Apt,"$655,000","$663,360",2020-09-24,"$620,000",1 Bedrooms,1 Bathrooms,1 Garage,"$2,579","Condo Apt, Apartment",$481/month,-,500-599 feet??,None,heat,23 days,20 day(s),2020-09-01,2020-10-01,"$2,050",2.24%,King St W & Bathurst St,"Concierge, Gym, Outdoor Pool, Rooftop Deck/Garden",S,Toronto,"Experience Luxury And Extreme Convenience Living In One Of Toronto's Most Sought After Modern Boutique Buildings In The Heart Of The Fashion District On King West. Don't Miss Out On This Bright & Open Layout South Facing 1 Bedroom Unit With Floor To Ceiling Windows Allowing Beautiful Views Of The Cn Tower, The City, And The Lake! Rarely Included Parking And Locker With Access To Enjoy Lavelle's World Class Outdoor Pool, Lounge Bar And More!"
C4888217,Unit 3005 - 21 Widmer St,Waterfront Communities C1 - Toronto,Condo Apt,"$590,000","$593,188",2020-09-24,"$570,000",1 Bedrooms,1 Bathrooms,0 Garage,"$2,447","Condo Apt, Apartment",$455/month,10-Jun,600-699 feet??,None,"water,heat",28 days,20 day(s),2020-08-27,2020-09-24,"$1,942",2.38%,Adelaide & John,"Concierge, Gym, Party/Meeting Room, Recreation Room, Security Guard, Visitor Parking",N,Toronto,"Best Priced Unit In This Prestigious Cinema Tower In Prime Location In The Heart Of The Entertainment District. Live A Vibrant Lifestyle Just Steps To Restaurants, Shops And Public Transport In Walking Distance. Open Concept With Spacious Living/Dining (Unit 622 Sq Ft) And 90 Sq.Ft Of Balcony With Unobstructed View). Amazing Amenities Include 38 Seat Theatre Room, Basketball Court, Full Gym,Sun Deck, Fitness & Yoga Studio,Whirlpool, Bbq Area & Much More"
"C4884658, 30827383",Unit 906 - 460 Adelaide St E,Moss Park - Toronto,Condo Apt,"$587,000","$565,610",2020-09-25,"$551,000",1 Bedrooms,1 Bathrooms,0 Garage,$1,"Condo Apt, Apartment",$371/month,2019,581 feet??,None,"water,heat",30 days,15 day(s),2020-08-25,2020-10-02,"$1,988",3.25%,Adelaide St E & Sherbourne St,"Concierge, Guest Suites, Gym, Rooftop Deck/Garden, Security Guard, Visitor Parking",N,Toronto,"Axiom 1-Year New Corner Unit, 581 Sq Ft. Plus 90 Sq Foot Extra-Large Private Balcony. Floor To Ceiling Windows, 9Ft Ceilings & Hardwood Floors Throughout. Quartz Countertop, Ceramic Glass Cooktop And 1 Bedroom With Walk-In Closet. Bike Locker, In-Suite Laundry, 24 Hrs Concierge, Security, Lounge, Gym, Party Room & Outdoor Terrace. Steps To St. Lawrence Market, Ttc, Ryerson, George Brown College, Shopping, Sugar Beach, Cafes And Diners."
C4876578,Unit 829 - 1 Shaw St,Niagara - Toronto,Condo Apt,"$619,900","$672,454",2020-09-21,"$660,000",2 Bedrooms,2 Bathrooms,1 Garage,"$2,744","Condo Apt, Loft",$518/month,-,700-799 feet??,Other,"water,heat",36 days,14 day(s),2020-08-19,2020-09-25,"$2,600",3.13%,King St W / Shaw St,"Bbqs Allowed, Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Sauna",E,Toronto,"The Trendy Dna Condos! This Beautiful Loft Inspired Suite Features 9Ft Exposed Concrete Ceilings, Hanging Barn Doors, Open Concept Kitchen W/ Stainless Steel Appliances & Gas Stove, Laminate Flooring Throughout, Huge Balcony W/Gas Bbq Connection & Unobstructed Downtown/Cn Tower View, Master Bdrm Offers A Spacious Spa Like Ensuite & Walkout To The Balcony, Freshly Painted, A Must See! What A Great Opportunity To Make Downtowns New Address Your New Address!"
C4868604,Unit 419 - 410 Queens Quay W,Waterfront Communities C1 - Toronto,Condo Apt,"$630,000","$628,442",2020-09-25,"$582,000",1 Bedrooms,1 Bathrooms,1 Garage,"$2,524","Condo Apt, Apartment",$701/month,-,700-799 feet??,None,"water,hydro,heat",42 days,20 day(s),2020-08-13,2020-09-30,"$1,993",1.85%,Queens Quay @ Spadina,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",Sw,Toronto,"This 700 Square Foot Condo Is A Rare Find! Sit Out And Enjoy Your Expansive Terrace Overlooking The Water On Queen's Quay. Large Soaker Tub & Separate Shower. Minutes Walk To The Downtown Core. Steps To All Things Harbourfront Including Hto Urban Beach & Billy Bishop Airport. Plenty Of Surrounding Green Space Too (Perfect For Pet Lovers!) Parking, Locker & All Appliances Included. Freshly Painted With 10 Foot Ceilings - You Just Move In!"
W4916518,672 Old Weston Rd,Keelesdale-Eglinton West - Toronto,Detached,"$649,900","$695,417",2020-09-23,"$662,000",2 Bedrooms,1 Bathrooms,1 Garage,"$2,537","Detached, Bungalow",,-,900 feet?? (SigmaEstimate??),"Sep Entrance, Unfinished",,6 days,18 day(s),2020-09-17,2020-09-26,"$3,010",4.57%,South Of Rogers,,W,Toronto,"First Time Available In 60 Years!!!!! This Classic All Brick Bungalow Is Waiting To Start A New Chapter With Your Modern Updates And Personal Touch. Cherished By The Same Family For Decades This Makes A Perfect Starter Home Or Restoration Project. 30 X 115 Ft Lot !!!!! Private Backyard, That Is Great For Entertaining With No Neighbors Directly Behind. Separate Side Entrance To Basement. Parking For 2 Cars Off Laneway At Rear Of Property."
W4915550,69 Jasper Ave,Rockcliffe-Smythe - Toronto,Detached,"$699,000","$751,524",2020-09-17,"$750,000",3+1 Bedrooms,2 Bathrooms,0 Garage,"$2,367","Detached, Bungalow",,-,1300 feet?? (SigmaEstimate??),"Apartment, Sep Entrance",,7 days,11 day(s),2020-09-16,2020-09-28,"$2,554",3.64%,S/Eglinton/Western/Blk Creek,,S,Toronto,"Amazing Bungalow, 3 Yr New Renovated Hardwood & Laminate Floors, Kitchens With Granite (Quartz) Countertops And Stainless Steel Appliances, 3 Bedroom On Main Floor And Plus A Basement Apartment With Separate Entrance, 4Pc New Bathrooms On The Main Floor And Basement, New Furnace From 2019, Brand New Hot Water Tank, Large Back Yard, Next To Park, Close To Restaurants &Shopping Areas, Ttc, Black River Creek &401. New Lrt Coming Soon."
C4914737,Unit 1016 - 600 Queens Quay W,Waterfront Communities C1 - Toronto,Condo Apt,"$629,000","$657,730",2020-09-25,"$612,000",1+1 Bedrooms,1 Bathrooms,1 Garage,"$2,351","Condo Apt, Apartment",$648/month,16-30,700-799 feet??,None,"water,hydro,heat",7 days,20 day(s),2020-09-16,2020-10-06,"$2,311",2.44%,Queens Quay/Bathurst,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Visitor Parking",Sw,Toronto,Great Live/Work Opportunity. 750 Sq Ft Including A Large Den/2nd Bedroom. The Large Solarium Makes A Perfect Bright Home Office. Click On The Virtual Tour Button To See A Live Hosted Tour Of The Property . Largest Unit Currently For Sale In The Building. Master Bedroom And Solarium Walkout To Large West Facing Balcony. Many Upgrades.
C4914276,Unit 212 - 225 Merton St,Mount Pleasant West - Toronto,Condo Apt,"$585,000","$579,355",2020-09-25,"$565,000",1 Bedrooms,1 Bathrooms,1 Garage,"$2,150","Condo Apt, Apartment",$613/month,-,600-699 feet??,None,"water,hydro,heat",7 days,17 day(s),2020-09-16,2020-09-29,"$2,000",2.31%,Yonge & Davisville,"Bike Storage, Concierge, Games Room, Gym, Party/Meeting Room, Visitor Parking",N,Toronto,"Welcome To This Gorgeous Condo Located In Trendy Yonge Davisville Neighbourhood. The Suite Highlights A Renovated Open Plan Design Including A Huge Bedroom With A Wall To Wall Closet. The Living Room & Bedroom Gives Entrance To A Private Balcony. An Owned Parking Spot & Locker Comes With The Condo. The Neighbourhood Provides A Rich Palette Of Shopping, Cafes, Restaurants, Entertainment, Parks, Walking & Bike Trails & A Short Walk To The Subway."
C4910611,Unit S511 - 112 George St,Moss Park - Toronto,Condo Apt,"$599,000","$608,811",2020-09-15,"$565,000",1 Bedrooms,1 Bathrooms,1 Garage,"$2,423","Condo Apt, Apartment",$437/month,-,500-599 feet??,None,"water,heat",10 days,15 day(s),2020-09-13,2020-09-28,"$2,425",3.32%,Adelaide/George,"Concierge, Exercise Room, Games Room, Gym, Rooftop Deck/Garden, Visitor Parking",W,Toronto,"Award Winning & Highly Sought After Vu Condos- One Of The Best Buildings In The City. Beautiful Sun-Filled Condo Has A Spacious And Functional Layout With High Ceilings, Semi-Ensuite And Newly Finished Kitchen.And Floor To Ceiling Glass Windows. Conveniently Located To St. Lawrence Market, Financial District, Eaton Centre, Metro, Restaurants, Shops, Schools, Ttc, Gardiner/Dvp & So Much More."
C4907634,Unit 2203 - 100 Western Battery Rd,Niagara - Toronto,Condo Apt,"$689,000","$691,353",2020-09-23,"$682,000",1+1 Bedrooms,1 Bathrooms,1 Garage,"$2,596","Condo Apt, Apartment",$570/month,10-Jun,700-799 feet??,None,"water,heat",12 days,14 day(s),2020-09-11,2020-09-24,"$2,104",2.15%,King/Strachan,"Concierge, Exercise Room, Guest Suites, Gym, Indoor Pool, Media Room",Sw,Toronto,">amazing Sunset & Lake Views <very Bright & Spacious Over 750 S.F. Corner Unit Steps To Kingwest Village. >den Has Window And Door Used As 2nd Bdrm <<this Open Concept Unit Features 2 Balconies & Floor To Ceiling Windows, Panoramic Views , Custom Blinds. Master With W/I Closet. Steps To Exhibition Go, Waterfront Bike Path, Toronto Island Airport.Pedestrian Bridge To King ,Cafes, Bars The Entertainment District & Waterfront.South Facing Terrace. Movie Theater"
C4899472,Unit 616 - 560 Front St W,Waterfront Communities C1 - Toronto,Condo Apt,"$569,900","$585,345",2020-09-21,"$550,000",1 Bedrooms,1 Bathrooms,0 Garage,"$2,600","Condo Apt, Apartment",$337/month,-,500-599 feet??,None,water,20 days,20 day(s),2020-09-03,2020-09-24,"$2,017",2.77%,Front & Bathurst,,E,Toronto,"1 Bdrm Suite In Award Winning Reve Condo, Tridel Built Boutique Blding In The Heart Of Downtown T.O. Featuring Unobstructed Views Of City From The Floor To Ceiling Windows. Spacious Open Concept Living & Dining, Full Size Kitchen W/Quartz Ctops, S/S Appl. Ceramic Tiles & Breakfast Bar, Large Master, Laminate Flrs Thruout & W/O To Balcony. Walking Dis To All Amenities, Including Shops, Restaurants, Parks, Trails, Harbourfront, Ttc & Much More!"
C4916300,Unit 523 - 77 Maitland Pl,Cabbagetown-South St. James Town - Toronto,Condo Apt,"$669,800","$680,816",2020-09-19,"$665,000",2 Bedrooms,2 Bathrooms,1 Garage,"$2,376","Condo Apt, Apartment",$670/month,-,800-899 feet??,None,"water,heat",5 days,10 day(s),2020-09-17,2020-09-23,"$2,650",3.01%,Jarvis & Wellesley,"Exercise Room, Indoor Pool, Recreation Room, Sauna, Squash/Racquet Court, Visitor Parking",N,Toronto,"A Warm, Light-Filled Downtown Retreat! This Enviable Abode Spans Nearly 800 Sqft. The Freshly Painted Open Layout Has A Combined Living/Dining Area, 2 Beds, 2 Baths, Built-In Closets, Bamboo Flrs, Pot Lights, Big & Bright Windows, Renovated Kitchen W/Granite, S/S Appls & A Lrgbalcony. Celebrity Place Offers Amenities; Indoor Pool, Gym, Sauna, Security & A Squash Court. Lots To Explore At Church & Wellesley; Parks, Restos, Shops, Ttc Access &Mins To The Dvp."
C4909289,Unit 3805 - 38 Grenville St,Bay Street Corridor - Toronto,Condo Apt,"$699,000","$695,517",2020-09-23,"$691,800",1 Bedrooms,1 Bathrooms,1 Garage,"$2,339","Condo Apt, Apartment",$417/month,10-Jun,500-599 feet??,None,"water,heat",10 days,23 day(s),2020-09-12,2020-10-03,"$1,974",2.13%,Bay Street & College Street,"Concierge, Exercise Room, Guest Suites, Indoor Pool, Party/Meeting Room, Visitor Parking",S,Toronto,"Heart Of To! Fantastic Unobstructed Cn Tower/Lake View. Spotless Turn Key, Luxury 1 Bdrm Condo With Parking And Locker, Floor To Ceiling Windows,Huge Balcony, Open Concept Liv/Din/Kitchen W/Granite Counter/Ss Appl & Breakfast Bar. Steps To Yorkville, Queen's Park,U Of T, Ryerson, Financial District, Hospitals+Subways, Ttc. World Class Amenities Incl: 24 Hr Concierge,Guest Suites,Large Indoor Pool.2 Gyms,Outdoor Track,Media Rm,Bike Storage,Visitor Parking++"
E4908046,26 Lakeland Cres,Woburn - Toronto,Detached,"$649,000","$738,649",2020-09-23,"$691,000",3 Bedrooms,2 Bathrooms,1 Garage,"$3,035","Detached, Bungalow",,51-99,1100-1500 feet??,"Finished, Half",,11 days,12 day(s),2020-09-11,2020-10-01,"$2,223",3.08%,Orton Park Rd. & Brimorton Dr,,N,Toronto,"Charming Cottage Like Home With A Private, Fully Fenced Backyard. This Oasis With Flowering Trees And Patio Area Is Perfect For Escaping The Hustle And Bustle Of City Life. This Home Features A Steel Tile Roof, Garden Shed And A Wood-Burning Fireplace In The Lower Level. Three Bedrooms, A Large Family Room And Eat-In Kitchen And A Lot Of Storage Space Are Just What You Are Looking For. Easy Access To T.T.C. Routes And Go Train."
C4905803,Unit 1001 - 260 Heath St,Forest Hill South - Toronto,Condo Apt,"$684,000","$638,913",2020-09-10,"$665,000",1 Bedrooms,1 Bathrooms,1 Garage,"$2,387","Condo Apt, Apartment",$840/month,-,700-799 feet??,None,"water,hydro,heat",12 days,34 day(s),2020-09-10,2020-09-23,"$2,616",2.50%,Bathurst & St. Clair Ave W,"Concierge, Exercise Room, Outdoor Pool, Party/Meeting Room, Sauna, Visitor Parking",E,Toronto,"Tired Of Tiny Condos?! Welcome To This Rarely Offered Oversized 783 Sf Bright Beauty At Village Terraces. 1 Min Walk To Heath Entrance At St Clair W Subway Stn. Renovated Washroom & Updated Eat-In Kitchen W/ Break Bar. Open Concept Versatility. Parking & Locker Incl. Maint Fees Incl Hydro, Cable & Internet. The Size & Charm You Crave + All The Amenities Of A New Build W/ Large Outdoor Pool, Exercise Room, 24 Hr Concierge, Visitor Parking, Party Room & More!"
C4903024,Unit 4006 - 88 Harbour St,Waterfront Communities C1 - Toronto,Condo Apt,"$699,000","$672,452",2020-09-23,"$667,000",1 Bedrooms,1 Bathrooms,0 Garage,"$2,309","Condo Apt, Apartment",$438/month,-,500-599 feet??,None,"water,heat",14 days,20 day(s),2020-09-08,2020-09-24,"$1,845",1.98%,Harbour Between York & Bay St,,E,Toronto,"Stunning 1 Bedroom On The 40th Floor. Breathtaking Views Of The Lake And Downtown Skyline! Open Concept Layout, No Wasted Space! 581 Sq Ft Plus Large Balcony. Floor To Ceiling Window. Direct Access To Path , Union Station, Ttc, Go Station. Just Minutes To Scotiabank Arena, Cn Tower, Financial District And Much More! Escape The Hustle And Bustle Of The South Core With Harbour Plaza's Fabulous And Extensive Amenity Spaces. Luxurious Lobby. Indoor Pool"
W4895968,Unit 2002 - 1420 Dupont St,Dovercourt-Wallace Emerson-Junction - Toronto,Condo Apt,"$595,000","$653,175",2020-09-15,"$580,000",2 Bedrooms,1 Bathrooms,0 Garage,"$1,943","Condo Apt, Apartment",$379/month,-,600-699 feet??,None,"water,heat",20 days,12 day(s),2020-09-02,2020-09-23,"$2,121",2.77%,Dupont & Lansdowne,"Games Room, Gym, Party/Meeting Room, Rooftop Deck/Garden, Security System, Visitor Parking",Se,Toronto,"Suspended In The Sky 2 Bedroom Corner Suite W/Stunning Views Of City & Lake. Light Filled By Day & Sparkling City Lights By Night. 657 Sq.Ft. Of Well Designed Functional Layout + Balcony * An Entertainer Delight Interior Includes Modern Kitchen W/Granite Counters, Open Concept Living/Dining * Private Oasis Master Retreat W/Panoramic S/E Views * Foyer W/Entrance Closet * Ensuite Laundry * Quality Laminate Flooring & Ample Storage Thru-Out."
E4894349,Unit 301 - 955 O'connor Dr,O'Connor-Parkview - Toronto,Condo Apt,"$598,888","$620,420",2020-09-19,"$583,500",2+1 Bedrooms,2 Bathrooms,2 Garage,"$1,721","Condo Apt, Apartment",$690/month,-,1200-1399 feet??,None,water,21 days,14 day(s),2020-09-01,2020-09-25,"$2,601",3.22%,O'connor & St. Clair,"Exercise Room, Gym, Party/Meeting Room, Sauna, Visitor Parking",Nw,Toronto,"Beautifully Renovated 2 Bdrm+Den,2 Bath Unit In Highly Sought After O'connor Parkview. This Spacious Sun Filled Corner Unit Boasts 2 Parking Spots,New Laminate Floors Throughout,New Kitchen With Quartz Counter,S/S Appliances & Ample Storage, Updated Bathrooms,En-Suite Laundry & Storage, Steps To Walking/Biking Trails At Scenic Taylor Creek Park,Great Schools,Very Convenient Transit/Access To Warden,Coxwell & Woodbine Stns At Front Door, Less Than 30 Min To Dt"
C4890537,Unit 706 - 51 Lower Simcoe St,Waterfront Communities C1 - Toronto,Condo Apt,"$634,800","$625,777",2020-09-16,"$545,000",1 Bedrooms,1 Bathrooms,1 Garage,"$1,973","Condo Apt, Apartment",$396/month,15-Nov,500-599 feet??,None,"water,heat",25 days,20 day(s),2020-08-28,2020-09-23,"$2,200",2.91%,Bremner Blvd/Lower Simcoe St,"Concierge, Guest Suites, Gym, Indoor Pool, Rooftop Deck/Garden, Visitor Parking",E,Toronto,"**Infinity 2** In Vibrant Rogers Centre Area.Functionality Meets Convenience! Highly Desirable Condo In Prime Location.Oversized Bedroom And Storage/Laundry Room. Open Concept With Laminate Flooring In The Living/Dinning With Walkout To Balcony. Spacious And Airy Layout With 8 Foot Ceiling Throughout.Next To Cn Tower, Ripley's Aquarium. Steps Away From The Gardiner Express/Union Station.Walk Score 93, 100 Transit Score."
C4887518,Unit 1601 - 5 St Joseph St,Bay Street Corridor - Toronto,Condo Apt,"$599,900","$607,356",2020-09-15,"$607,000",1 Bedrooms,1 Bathrooms,0 Garage,"$2,171","Condo Apt, Apartment",$349/month,-,500-599 feet??,None,water,26 days,22 day(s),2020-08-27,2020-09-29,"$1,912",2.50%,Yonge / Wellesley,"Concierge, Gym, Party/Meeting Room, Recreation Room, Security Guard",E,Toronto,"Luxury And Gorgeous Condo, Unobstructed East View, Bright And Spacious In The Heart Of Downtown Toronto, 9 Ft Ceiling , Functional Layout, Modern Open Concept Kitchen, Wood Floor Thru-Out, Steps To Wellesley Subway, U Of T, Ryerson, Eaton Centre, Yorkville Shopping Centre, Restaurants 24 Hrs Concierge, Great Amenities Etc."
C4885514,Unit 703 - 400 Adelaide St E,Moss Park - Toronto,Condo Apt,"$654,900","$648,646",2020-09-21,"$630,000",1+1 Bedrooms,1 Bathrooms,0 Garage,"$2,158","Condo Apt, Apartment",$404/month,0-5,700-799 feet??,None,"water,heat",28 days,15 day(s),2020-08-25,2020-09-30,"$2,050",2.55%,Adelaide & Sherbourne,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Security Guard",E,Toronto,"Welcome To 400 Adelaide Suite 703! This Design Inspired 1 Bed + Den Features, Open Concept Living & Floor To Ceiling Windows With Balcony! Den Can Be Used As 2nd Bedroom. Downtown Living At Its Finest! Incomparable Building Amenities With Grand Party Room, Rooftop Terrace And Gardens, 24 Hr Concierge & Full Gym! Walking Distance To Fine Boutiques, Cafes, St. Lawrence Market, Distillery District, Union Station, Queens Quay, Financial & Entertainment Districts!"
C4847424,Unit 607 - 761 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$698,000","$687,276",2020-09-16,"$682,800",1 Bedrooms,1 Bathrooms,1 Garage,"$2,741","Condo Apt, Apartment",$370/month,-,500-599 feet??,None,"water,heat",56 days,22 day(s),2020-07-28,2020-09-23,"$1,993",2.22%,Bay/College,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Security Guard",S,Toronto,"1 Parking + 1 Locker Conveniently On Same Floor, Practical Layout, South Exposure W Full Balcony, Large W/I Closet, 24 Hrs Concierge, Excellent Amenity (Indoor Pool, Gym, Etc.), Move-In Condition-Owner Occupies Unit Since Acquisition./ +++ Underground Direct Access To Ttc College Station, 24 Hrs Supermarket, Banking, Shopping Mall, Restaurants, Pharmacy, Doctors N More!/ Downtown Core, Steps To U Of T, Ryerson, Eaton Center, City Hall, Hospitals."
C4912957,Unit 3502 - 70 Temperance St,Bay Street Corridor - Toronto,Condo Apt,"$619,000","$661,400",2020-09-23,"$600,000",1+1 Bedrooms,1 Bathrooms,0 Garage,"$2,676","Condo Apt, Apartment",$376/month,-,500-599 feet??,None,"water,heat",6 days,23 day(s),2020-09-15,2020-09-30,"$2,135",2.54%,Bay / Adelaide,"Concierge, Exercise Room, Games Room, Guest Suites, Media Room, Party/Meeting Room",N,Toronto,
C4912675,Unit 502 - 11 Brunel Crt,Waterfront Communities C1 - Toronto,Condo Apt,"$599,900","$641,050",2020-09-23,"$612,000",1+1 Bedrooms,1 Bathrooms,1 Garage,"$2,119","Condo Apt, Apartment",$450/month,New,500-599 feet??,None,"water,heat",6 days,20 day(s),2020-09-15,2020-09-29,"$1,983",2.33%,Spadina & Fort York,,Sw,Toronto,"Welcome To West One, Cityplace! Superbly Appointed 1 + 1. Epic Layout W Full Sized Kitchen, Private Balcony W Timeless Courtyard & Lake Views, Deeded Parking. Mucho Amenities, Bordering On The Outrageous (Concierge, Guest Suites, Fitness Room, Indoor Pool, Rooftop Deck, Visitors Parking Etc!) Steps To Sobey's, Starbucks, Firkin, Hunter's Landing & Architectural Foot-Bridge To Front St W. Modern Urban Living At Its Best. Available For Limited Time - Act Fast."
C4908091,Unit 1002 - 57 St Joseph St,Bay Street Corridor - Toronto,Condo Apt,"$599,990","$608,835",2020-09-16,"$575,000",1 Bedrooms,1 Bathrooms,0 Garage,"$2,243","Condo Apt, Apartment",$283/month,0-5,500-599 feet??,None,"water,heat",10 days,22 day(s),2020-09-11,2020-09-21,"$1,925",2.64%,Bay St. And St. Joseph St.,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",E,Toronto,"Bright Junior 1 Bedroom In Luxurious 3-Year-Old 1000 Bay, With Uoft's Quiet & Green Campus Literally At Your Doorstep! Highly Functional 585 Total Sqft With No Wasted Space. Jr Br Is A Separate Room. Huge Balcony, Floor-To-Ceiling Windows. Very Quiet & Clean Suite, Move-In Ready! Steps From Uoft, Ttc Stations, Yonge/Bloor, Yorkville, Discovery/Hospital District, Financial District, Ryerson, Eaton Centre. One Of Downtown's Most Coveted Buildings & Locations."
W4907018,Unit 1812 - 103 The Queensway Way,High Park-Swansea - Toronto,Condo Apt,"$658,800","$724,410",2020-09-19,"$651,500",2 Bedrooms,2 Bathrooms,1 Garage,"$2,237","Condo Apt, Apartment",$624/month,-,800-899 feet??,None,"water,heat",11 days,14 day(s),2020-09-10,2020-09-22,"$2,500",2.64%,The Queensway/Windermere,"Concierge, Gym, Indoor Pool, Outdoor Pool, Security System, Tennis Court",W,Toronto,"Beautiful 2 Bed-2 Bath Suite In One Of Toronto's Hottest Buildings Nxt Condos.*Easily One Of The Most Effective Floor Plans*Views Of The Lake!* Beautiful Panoramic Views Of The Humber River, Lake And The The City*Large Balcony*Walking Distance To Lakeshore/Boardwalk*Highpark*Ttc. On-Premise Dog Park And Daycare*9Ft. Ceilings*24/Hr Concierge & Security. Building Has First Class Amenities: Tennis, Pools, Gym, Guest Suites, Media Room."
