Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Sold_price,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Date_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality,Description
C4916006,Unit 803 - 75 Portland St,Waterfront Communities C1 - Toronto,Condo Apt,"$ 685,000","$694,266",2020-09-20,,1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,459","Condo Apt, Loft",$391/month,-,600-699 feet²,None,"water,heat",14 days,20 day(s),2020-09-17,2020-09-17,"$2,775",3.5%,King St & Portland,"Bbqs Allowed, Bike Storage, Concierge, Gym, Rooftop Deck/Garden, Visitor Parking",N,Toronto,Ultra High-End Boutique Building Designed By Philip Stark In Heart Of King West. Versatile Space Feels Much Larger (582 Sq.Ft +115Terr). 9 Ft Exposed Concrete Ceilings. Low Fees. Beautiful Unobstructed Views. Functional Layout. Modern Polished Kitchen W Island. Impressive Wall To Wall Windows. Bbq W Gas Line On Terrace. 20 Foot Wide Living Space That Opens To Large Terrace. 24 Hr Concierge. Beautifully Well Run Building. Locker & Parking Incl! Just Move In!
C4785660,Unit 1007 - 576 Front West St W,Waterfront Communities C1 - Toronto,Condo Apt,"$ 999,000","$983,833",2020-06-08,,3 Bedrooms,2 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$572/month,New,900-999 feet²,None,heat,116 days,17 day(s),2020-06-07,2020-06-09,"$3,631",3.52%,Front/Bathurst,"Bbqs Allowed, Gym, Outdoor Pool, Recreation Room, Security Guard, Visitor Parking",Sw,Toronto,"Highly Desired Luxurious Minto Westside Building! Winner Of Ohba/Bild Awards, Amazing Location And Gorgeous Views, Tons Of Upgrades, Double Sink In Main Bthrm, Central Lighting, Showerheads Etc. Master Suite Has His/Her Closet, Kitchen With Built-In Stainless Steel Appliances, W/O To Balcony, Building Include Grocery Store, Lcbo, Rooftop Outdoor Heated Pool, Lounge Bbq Patio. Steps To Lakefront, Ttc And All Amenities. Must See !!"
C4894462,Unit 405 - 39 Brant St,Waterfront Communities C1 - Toronto,Condo Apt,"$ 629,900","$659,645",2020-09-14,,2 Bedrooms,1 Bathrooms,0 Garage,"$ 2,631","Condo Apt, Loft",$459/month,0-5,600-699 feet²,None,"water,heat",30 days,19 day(s),2020-09-01,2020-09-14,"$3,145",4.19%,Adelaide/Spadina,"Bbqs Allowed, Concierge, Exercise Room, Guest Suites, Gym, Security System",N,Toronto,"Luxury Living At The Brant Park! Gorgeous, Modern 2 Brm Soft Loft In The Heart Of King West. Floor-To- 9Ft Ceiling Windows, Great Layout With Exposed Concrete Ceilings, Feature Walls, Engineered Hardwood Floors, European-Style Kitchen Quartz Counters & Stainless Steel Appliances With A Gas Range, Bbq Gas Line & Patio Flooring! Amenities: Steps To King & Queen West Shopping, Restaurants, Grocery Store, St.Andrews Park & Spadina/King/Queen Streetcars!***"
C4916358,Unit 518 - 560 King St W,Waterfront Communities C1 - Toronto,Condo Apt,"$ 499,999","$512,731",2020-09-23,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,064","Condo Apt, Apartment",$398/month,0-5,500-599 feet²,None,water,14 days,20 day(s),2020-09-17,2020-09-23,"$2,045",3.19%,King & Portland,"Concierge, Exercise Room, Outdoor Pool, Rooftop Deck/Garden, Visitor Parking",S,Toronto,"Stunning 1Bed Condo In Coveted Fashion House Building. Rarely Offered Unit With Floor To Ceiling Windows, South-Facing View, Juliette Balcony, With Ample Natural Light And View Of The City. Steps To The Finest Dining And Entertainment Toronto Has To Offer. Top Of The Line Amenities And One Of The Best Condo Pools In The City. A Perfect Starter Condo Or Investment Unit."
C4877117,Unit 605 - 170 Fort York Blvd,Waterfront Communities C1 - Toronto,Condo Apt,"$ 429,000","$461,553",2020-09-12,,1 Bedrooms,1 Bathrooms,1 Garage,"$ 1,361","Condo Apt, Apartment",$334/month,6-10,0-499 feet²,None,"water,heat",42 days,19 day(s),2020-08-19,2020-09-11,"$2,116",4.05%,Bathurst / Lakeshore,"Concierge, Guest Suites, Gym, Media Room, Security System",E,Toronto,"Fort York Library District Condo! Live In Urban Lifestyle In The Heart Of The City. Fantastic Jr One Bedroom. Frosted Glass Sliding Door Is Installable. Beautiful Kitchen With Granite Counters And S/S Appliances. Minutes Walk To Waterfront, King St. Entertainment District & Downtown Core, Adjacent Historic Fort York. Coffee Shops, Grocery Stores, Transportation, Bars, And Parks Are Steps Away. 24 Hrs Concierge, Party Room, Gym, Media Room, Guest Suite"
C4917869,Unit 2810 - 330 Richmond St W,Waterfront Communities C1 - Toronto,Condo Apt,"$ 599,900","$581,514",2020-09-23,,1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$364/month,New,500-599 feet²,None,heat,14 days,20 day(s),2020-09-17,2020-09-21,"$1,942",3.03%,Richmond St /Peter St,,S,Toronto,"Enjoy A Brand New Suite In The Centre Of Downtown Toronto! 10 Ft Ceiling Like A Penthouse! 597 Sq.Ft. + 132 Sq.Ft Balcony As Per Builder Plan. Incredible Amenities Including A Stunning Lobby And 24/7 Concierge, A Rooftop Pool With A Beautiful Lounging Area, Bar And Lounge With Fireplace Features And Bbq Area, A Full Fitness Centre, A Billiards Room And An Exclusive Theatre Room. All New Appliances And Luxury Finished Await You!"
C4837413,Unit 2309 - 88 Blue Jays Way,Waterfront Communities C1 - Toronto,Condo Apt,"$ 978,000","$977,722",2020-09-28,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 4,000","Condo Apt, Apartment",$785/month,0-5,800-899 feet²,None,"water,heat",72 days,20 day(s),2020-07-20,2020-09-28,"$3,800",3.03%,King And Blue Jays Way,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",Nw,Toronto,"Luxury Living At Its Finest At One Of Toronto's Most Prestigious Address. Bright 2 Bed Corner Unit At Bisha Hotel & Residences In The Heart Of The Entertainment District. Split Bedroom Floor Plan. Contemporary Kitchen With Natural Stone, Backsplash & Large Island. Floor To Ceiling Windows & 9 Ft Concrete Ceiling. 5 Star Amenities Include Rooftop Lounge W/Infinity Pool, Lobby Bar, Gym, 24 Hr Concierge & Valet Parking. Steps To Ttc, King St & Restaurants."
C4902868,Unit 705 - 21 Widmer St,Waterfront Communities C1 - Toronto,Condo Apt,"$ 549,000","$562,833",2020-09-30,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,508","Condo Apt, Apartment",$455/month,6-10,600-699 feet²,None,"water,heat",26 days,20 day(s),2020-09-04,2020-09-30,"$1,942",2.49%,Adelaide & John,"Concierge, Exercise Room, Media Room, Party/Meeting Room, Recreation Room, Visitor Parking",Nw,Toronto,"Large Unit 622 Sf + 90 Sf Balcony. World Class Amenities: Basketball Court & Gym/ Sauna/ Rooftop Deck/ Outdoor Patio/ Guest Suites/ Concierge/ Party, Rec, & Media Room/ Meeting Room & Business Center. Heart Of Downtown Close To Entertainment District And King West. Owner Will Freshly Paint Unit Prior To Possession."
C4790988,Unit 3609 - 295 Adelaide St W,Waterfront Communities C1 - Toronto,Condo Apt,"$ 898,000","$885,743",2020-06-12,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,168","Condo Apt, Apartment",$602/month,-,700-799 feet²,None,"water,heat",111 days,17 day(s),2020-06-12,2020-06-12,"$3,264",3.04%,Adelaide/John,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",Sw,Toronto,"Luxury Pinnacle On Adelaide In Heart Of Toronto's Entertainment District. Great Location! Bright Southwest Beautiful Lake View. Floor To Ceiling Windows. High Ceilings. Modern Kitchen. Granite Counter Top, S/S Appliance. Super Well Maintained By Owner.Walking Distance To Subway, Ttc, Theatre, Shops, Food Etc. 1 Parking(Level C Unit 2), 1 Locker(Level C Unit 111) & 1 Bicycle Locker(Level B Unit 202)."
C4914201,Unit 621 - 55 Stewart St,Waterfront Communities C1 - Toronto,Condo Apt,"$ 569,900","$590,783",2020-09-16,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,961","Condo Apt, Apartment",$380/month,-,0-499 feet²,None,water,15 days,20 day(s),2020-09-16,2020-09-16,"$2,232",3.18%,Bathurst & Stewart,,N,Toronto,"Start Your King West Story. The Ulta Cool Thompson - Undergoing Substantial Refresh - New Hallways & Lobby - 1 Hotel Currently Revamping The Thomson, Will Be The Hottest New Destination King. Excellent Junior 1Bdrm 1 Bath, Open Concept Living & Dining, Stainless Steel Appliances, Soft Loft Style Unit. Perfect For A Young Professional Or A Work Week Pied-A-Terre. 24 Hour Concierge With World Class Amenities And Sought After Rooftop Pool & Lounge."
C4925170,Unit 307 - 608 Richmond St W,Waterfront Communities C1 - Toronto,Condo Apt,"$ 399,000","$441,097",2020-09-28,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,342","Condo Apt, Loft",$338/month,0-5,0-499 feet²,None,"water,heat",7 days,20 day(s),2020-09-23,2020-09-28,"$1,800",3.17%,Bathurst St & Richmond St W,"Concierge, Games Room, Gym, Security Guard",S,Toronto,"The Harlowe! Modern 1-Bed Loft With 9' Exposed Concrete Ceilings, Floor-To-Ceiling Windows, Hardwood Floors. Kitchen Features Modern Euro-Style Cabinets, Stone Counters, Glass Back Splash Gas Cooking, & Stainless Steel Appliances. Bright & Sunny South Exposure. In The Heart Of The Entertainment District; Steps From The Ttc And The Countless Restaurants, Coffee Shops & Boutiques Along King And Queen St."
C4916463,Unit 610W - 27 Bathurst St,Waterfront Communities C1 - Toronto,Condo Apt,"$ 545,900","$550,826",2020-09-30,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,114","Condo Apt, Apartment",$275/month,0-5,0-499 feet²,Other,,15 days,20 day(s),2020-09-16,2020-09-30,"$1,850",2.82%,Bathurst & Front,"Concierge, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",W,Toronto,"Welcome To The Award Winning Design-Forward Westside Condo By Minto In King West! This 1 Bedroom Unit With West Facing Balcony Boasts An Open Concept Living And Dining Room, Floor To Ceiling Windows, A Modern Kitchen With Top Appliances, Laminate Floors Throughout. A Spacious Bedroom With Large Closet. Walking Distance To Shopping, Restaurants, Library, Fort York, Ttc, Park & So Much More!"
C4901705,Unit Ph1023 - 39 Brant St,Waterfront Communities C1 - Toronto,Condo Apt,"$ 1,099,900","$1,085,817",2020-09-08,,2 Bedrooms,3 Bathrooms,1 Garage,"$ 4,624","Condo Apt, 2-Storey",$784/month,0-5,1000-1199 feet²,None,water,27 days,20 day(s),2020-09-04,2020-09-08,"$4,850",3.77%,Adelaide St. W. / Spadina,"Bbqs Allowed, Concierge, Guest Suites, Gym, Security System",N,Toronto,"Beautiful Spacious 2 Bedroom + 2.5 Bath Penthouse Suite In The Brant Park! Approximately 1,090 Sq Ft + Large North-Facing Terrace. Features & Finishes Incl Floor-To-Ceiling Windows, Exposed Concrete Feature Walls, Engineered Hardwood Floors, European-Style Kitchen, Stone Counters, & Stainless Steel Appliances. Walk To All The Conveniences & The Very Best Of Downtown Shopping, Restaurants, Nightlife & More! Located Close To King, Queen & Spadina Streetcars."
C4910830,Unit 910 - 38 Dan Leckie Way,Waterfront Communities C1 - Toronto,Condo Apt,"$ 599,900","$642,369",2020-09-14,,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,177","Condo Apt, Apartment",$398/month,6-10,700-799 feet²,None,"water,heat",18 days,19 day(s),2020-09-13,2020-09-14,"$2,321",3.02%,Bathurst/Lakeshore,"Concierge, Exercise Room, Games Room, Rooftop Deck/Garden, Visitor Parking",E,Toronto,"Stunning One Bedroom+Den Suite In Luxurious 'Panorama' Building. Bright & Modern Suite Offers 705 Sqft +98 Sqft Balcony, Desirable Functional Layout, Spacious Kitchen W/ Stainless Steel Appliances, Modern Finishes & Pot Lights. Well Appointed Master Bedroom With Large Windows & Unique Style Semi-Ensuite. Den Is A Separate Room & Can Be Used As 2nd Bedroom & Connects To Powder Room. Located In The Heart Of D/T, Walk To Lake Front, Rogers Centre, Public Trans++"
C4844422,Unit 1112 - 330 Richmond St W,Waterfront Communities C1 - Toronto,Condo Apt,"$ 649,900","$628,667",2020-09-10,,1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$383/month,-,600-699 feet²,None,,69 days,20 day(s),2020-07-24,2020-08-13,"$2,242",3.31%,Richmond St / Peter Street,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Security Guard",N,Toronto,330 Richmond Toronto's Newest Suite Spot. Luxurious Greenpark Condo In The Dynamic Entertainment District. Hotel Inspired Lobby W/24 Hr Concierge Welcomes You To Amenity Filled Residence. Spacious 1 Bedroom Open Concept (609 Sq/Ft + 87 Sq/Ft Balcony) On Higher Floor W/City Views. Enjoy 12th Floor Amenity Lounge W/Outdoor Terrance Or Relax On The Sunny Loungers By The Crystal Pool Perched On The Elevated Sky-Deck. 100% Walk/Transit Score-City At Your Doorstep!
C4905964,Unit 722 - 21 Nelson St,Waterfront Communities C1 - Toronto,Condo Apt,"$ 459,900","$498,371",2020-09-29,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,517","Condo Apt, Apartment",$326/month,-,0-499 feet²,None,"water,heat",20 days,20 day(s),2020-09-10,2020-09-29,"$1,800",3%,University/Adelaide,"Concierge, Guest Suites, Gym, Lap Pool, Rooftop Deck/Garden, Visitor Parking",N,Toronto,"Rare To Offer Bright & Spacious Junior 1 Bdrm Suite W/9' Ceiling In 'Boutique' Condo!Right In The Heart Of Financial/Entertainment Dist!Open Concept!Nicely Finished Wood Floors,S/S Appliances,Granite C-Top.W-I Closet.Ensuite Laundry.Close To All Amenities: Subway,Shop,Roy Thompson Hall,Restaurants,Theatres.Next To The Shangri-La Hotel,Financial District.Walk Score:99.Well-Kept Unit!Neutral Colours.Shows Like A Model!Must Be Seen To Appreciate!"
C4902415,Unit 303 - 151 Dan Leckie Way S,Waterfront Communities C1 - Toronto,Condo Apt,"$ 1,388,000","$1,380,517",2020-10-01,,3 Bedrooms,3 Bathrooms,2 Garage,"$ 4,247","Condo Apt, Apartment",$1006/month,6-10,1400-1599 feet²,None,"water,heat",23 days,20 day(s),2020-09-08,2020-09-30,"$7,496",4.97%,Bathurst St. & Fort York Blvd.,"Exercise Room, Guest Suites, Lap Pool, Party/Meeting Room, Recreation Room, Visitor Parking",S,Toronto,"Rarely Offered Spacious 1498Sqft For Large Family 3Bdrm, 3Bthrm + 2 Eliteparking + 2 Locker+Corner Unit Facing South View+2 Balconies Facing 8.5 Acres Canoe Landing Park, 24 Hrs. Concierge, Steps To Ttc, Major Banks, Rogers Centre, Cn Tower, Sobeys, Mins From Gardiner & Dvp, Recreational Facilities: Indoor 25 M Lap Pool, Outdoor Bbq, Squash, Whirlpool, Steam Room, Day Care, Dog Spa *New Jean Lumb P.S & Bishop Macdonell Catholic School, Also Community Centre!!"
C4902872,Unit 203 - 38 Dan Leckie Way,Waterfront Communities C1 - Toronto,Condo Apt,"$ 521,000","$525,296",2020-09-30,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,559","Condo Apt, Apartment",$235/month,-,0-499 feet²,Other,"water,heat",23 days,20 day(s),2020-09-08,2020-09-30,"$1,758",2.96%,Lakeshore Blvd & Bathurst,"Exercise Room, Media Room, Party/Meeting Room, Rooftop Deck/Garden, Security Guard, Visitor Parking",N,Toronto,"Prime Downtown Location! Beautiful 1-Bedroom Condo, 9 Ft Ceilings, Minutes To Cn Tower & Rogers Center, Steps To The Harbourfront, Lake & Transit, Spectacular Roof Top Deck With Hot Tub, Bbq's & Panoramic Views Of City & Lake, Building Allows Tenants And Pets (W/Restrictions), Guest Suites, Gym With Sauna, Deck, 24 Hr Security, Amazing Amenities & Low Maintenance Fee!"
C4900900,Unit 210 - 295 Adelaide St W,Waterfront Communities C1 - Toronto,Condo Apt,"$ 679,900","$714,680",2020-09-22,,2 Bedrooms,2 Bathrooms,0 Garage,"$ 3,328","Condo Apt, Apartment",$507/month,0-5,700-799 feet²,None,"water,heat",24 days,20 day(s),2020-09-07,2020-09-22,"$2,714",2.99%,Adelaide St & John St,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",E,Toronto,"Luxury Two Bedroom Unit In The Heart Of Entertainment District ** 760 Sq.Ft. Plus Open Balcony Facing East Courtyard ** Spacious Layout With Open Concept Kitchen ** Steps To Tiff, Cn Tower, Path, Theatres, Financial District ** Close To U Of T, Waterfront, Ttc At Door ** 24 Hr Concierge, Fitness Club With Indoor Pool, Theatre Room, Outdoor Roof Top Terrace **"
C4880451,Unit 619 - 20 Bruyeres Mews,Waterfront Communities C1 - Toronto,Condo Apt,"$ 655,000","$680,692",2020-08-21,,2 Bedrooms,1 Bathrooms,1 Garage,"$ 2,129","Condo Apt, Apartment",$386/month,-,600-699 feet²,None,"water,heat",41 days,19 day(s),2020-08-21,2020-08-21,"$2,464",3.12%,Lakeshore And Bathurst St,"Concierge, Exercise Room, Guest Suites, Recreation Room, Visitor Parking",N,Toronto,"Opportunity Knocks To Own This Gorgeous Move In Ready 2 Bedroom 1 Bathroom Unit In The Heart Of Downtown! This Beautifully Maintained 644 Sq Ft Unit Features A Great Layout, Modern Finishes, 9 Ft Ceilings, A Large Balcony That Is Great For Entertaining And 1 Parking Spot & Locker! Being Minutes From Liberty Village, King West, Queen West, Steps To The Waterfront As Well As The Cn Tower And The Ttc, This Is The Perfect Place For You!"
C4908051,Unit 1103 - 21 Nelson St,Waterfront Communities C1 - Toronto,Condo Apt,"$ 699,900","$723,944",2020-09-28,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,820","Condo Apt, Apartment",$685/month,-,700-799 feet²,None,"water,heat",20 days,20 day(s),2020-09-11,2020-09-28,"$2,868",2.96%,University/Adelaide,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",S,Toronto,"Stunning 2 Bedrooms & 2 Full Bathrooms~ Approx 761 Sf + Extra 82 Sf Large Balcony W/ Wood Tiles One Parking & One Locker Included. Fantastic Location In 'Boutique' Condo"" Located The Heart Of The Entertainment & Financial District.-Southern Exposure~ Secure Building W/24 Hr Concierge, W/I Walking Distance To Subway & Path!. Spectacular Rooftop Terrance & Skyline Lounge, Visitors Parking, 24 Hrs Concierge/Security"
C4879602,Unit 518 - 608 Richmond St W,Waterfront Communities C1 - Toronto,Condo Apt,"$ 959,900","$952,494",2020-08-21,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,745","Condo Apt, Loft",$636/month,0-5,800-899 feet²,None,water,42 days,19 day(s),2020-08-20,2020-08-20,"$3,933",3.5%,Bathurst / Richmond St. W.,"Concierge, Exercise Room, Party/Meeting Room",N,Toronto,"The Harlowe By Lamb Development Corp. Beautiful Soaring 9Ft Ceilings 2 Bedroom Approx. 892 Sq. Ft. Loft. Quality Modern Features & Finishes Include Stainless Steel Appliances, Exposed Concrete Feature Walls & Ceiling, Stone Surface Counters, Engineered Wood Flooring, Floor-To-Ceiling Windows & More. Unbeatable Location Just Off Queen Street West Strip"
C4927031,Unit 708 - 10 Morrison St,Waterfront Communities C1 - Toronto,Condo Apt,"$ 699,900","$689,729",2020-09-24,,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,534","Condo Apt, Apartment",$410/month,-,600-699 feet²,None,"water,heat",6 days,20 day(s),2020-09-24,2020-09-24,"$2,540",3.09%,Adelaide St West & Brant St,,E,Toronto,"This Sun Soaked 1 Br+Den At Coveted 10 Morrison. With A Sleek Lobby This Boutique 10-Storey Building Has Stood The Test Of Time. Great Layout, Floor To Ceiling Windows With Plenty Of Natural Light And Perfect Work From Home Suite. Soaring 10Ft Exposed Concrete Ceilings, Eng Hardwood Floors. New Spa Like Bathroom (2019), Oversized Sliding Doors. Scavolini Kitchen W/Upgraded Backsplash, Dbl Edged Granite Counters And S/S Appls. 1 Parking & Locker Included."
C4872958,Unit 215 - 50 Bruyeres Mews,Waterfront Communities C1 - Toronto,Condo Apt,"$ 549,000","$569,046",2020-09-26,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,967","Condo Apt, Apartment",$459/month,0-5,600-699 feet²,None,water,46 days,20 day(s),2020-08-16,2020-09-26,"$2,208",3.08%,Bathurst/Fort York,"Bike Storage, Concierge, Guest Suites, Gym, Party/Meeting Room, Visitor Parking",Nw,Toronto,"Unobstructed Corner Bright North West Facing Unit In Desirable Location In The Waterfront Communities. Great Investment Opportunity. High Smooth Ceiling, Steps To Public And Catholic Schools, Canoe Landing Community Rec Centre, Beautiful Parks, The Bentway Skating, Library, Fort York National Historic Site, Waterfront Lake, Toronto Music Garden, Groceries, Streetcars To Union/Spadina Subway Stations, King West Neighbourhood Etc."
C4926584,Unit 3709 - 88 Blue Jays Way,Waterfront Communities C1 - Toronto,Condo Apt,"$ 999,900","$971,704",2020-09-24,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 4,902","Condo Apt, Apartment",$785/month,0-5,800-899 feet²,None,"water,heat",6 days,20 day(s),2020-09-24,2020-09-24,"$3,800",2.96%,King St W / Blue Jays Way,"Concierge, Guest Suites, Gym, Party/Meeting Room, Sauna, Visitor Parking",Nw,Toronto,"Bisha Hotel & Residences, Toronto's Finest Way Of Luxury Living. Located In The Heart Of King West, This Desirable 2 Bdrm Split Plan Offers 843 Sq Ft Of Highly Functional Space With 109 Sq Ft Of Nw Views. Featuring High End Modern Finishes, Dramatic Floor-To-Ceiling Windows And Views As Far As The Eye Can See! Enjoy The Building's Coveted Amenities Inc State-Of-The-Art Fitness Centre, Rooftop Restaurant And Pool With Awe-Inspiring Lake & City Views!"
C4873891,Unit 1101 - 70 Queens Wharf Rd S,Waterfront Communities C1 - Toronto,Condo Apt,"$ 579,900","$577,804",2020-08-18,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,850","Condo Apt, Apartment",$361/month,-,500-599 feet²,None,water,46 days,19 day(s),2020-08-16,2020-08-18,"$2,400",3.65%,Lakeshore.Bathurst.Fort York,,Se,Toronto,"Forward Brand New Condo, One Bedroom + Den. South Exposure, High Demand, Hot Location With Exceptional Layout W/ Moderm Kitchen. Steps To New Loblaws Supermarket, Restaurant, Coffee Shops, Transit To Subway , Ttc & Airport. Steps To Water Front, Schools, Librart"
C4933253,Unit 727 - 38 Dan Leckie Way,Waterfront Communities C1 - Toronto,Condo Apt,"$ 682,000","$709,156",2020-09-30,,1+1 Bedrooms,2 Bathrooms,1 Garage,"$ 2,495","Condo Apt, Apartment",$495/month,6-10,900-999 feet²,None,"water,heat",0 days,20 day(s),2020-09-30,2020-09-30,"$2,571",2.92%,Lakeshore/Bathurst,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",W,Toronto,"900 S F. One Of Largest Unit. Spacious Like A 2 Bdrm, 2 Baths, Neutral Decor, Open Concept, New Floor, A Formal Door Added To Den, So It Can Be Used As 2nd Bdrm W/4Pc Ensuite, 9 Ft Ceiling, A Host Of Luxurious Amenities & Rooftop Pool/Sundeck, A Prime Toronto Waterfront, Steps To: Loblaws, Shopper Drugs Mart, New School, Fabulous Parks, C N Tower, Waterfront, Public Transits, Union Station, Financial Districts, Sports & Entertainment, Easy Access To Highway."
C4904642,Unit 533 - 90 Stadium Rd,Waterfront Communities C1 - Toronto,Condo Apt,"$ 599,999","$614,471",2020-09-11,,1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,320","Condo Apt, Apartment",$593/month,-,700-799 feet²,None,"water,heat",23 days,19 day(s),2020-09-08,2020-09-11,"$2,490",3.07%,Bathurst & Lakeshore,"Bike Storage, Car Wash, Concierge, Guest Suites, Gym, Visitor Parking",N,Toronto,"Exceptional Corner Unit At ""Quay West Condos"". Immaculate & Extremely Well Maintained, Great Layout, 9' Foot Ceilings & Open Concept Living, W/O To Balcony Overlooking Garden. Enjoy Cooking You Will Love The Kitchen Featuring Centre Island & New Appliances. Excellent Amenities, Concierge, Guest Suites, Car Wash, Games Room, Sauna, Gym Media/Party Room, Bike Storage & Ample Visitor Parking. ** Outstanding Location, Walk To Lake, Marina, Bike Trails & More."
C4913219,Unit 503 - 20 Stewart St,Waterfront Communities C1 - Toronto,Condo Apt,"$ 558,800","$590,101",2020-09-16,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,887","Condo Apt, Loft",$310/month,-,500-599 feet²,None,water,16 days,20 day(s),2020-09-15,2020-09-16,"$2,200",3.28%,King/Bathurst,"Bbqs Allowed, Security System",S,Toronto,"Your Opportunity To Own A Loft In The Much Sought After King West Neighbourhood. Located On A Quiet Street, This Unit Will Capture Your Imagination. High Ceilings And Floor To Ceiling Windows Light Up This Unit. While The Hardwood Flooring Accompanied By Granite Counter-Tops And Stainless Steel Appliances Provide It Befitting Luxury. Spacious Master Bedroom With Sliding Doors. Make This Your New Home Or Your New Investment And Enjoy The Affluences Of King W."
C4922381,Unit 416W - 27 Bathurst St,Waterfront Communities C1 - Toronto,Condo Apt,"$ 699,900","$693,393",2020-09-23,,2 Bedrooms,2 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$397/month,New,600-699 feet²,None,heat,10 days,20 day(s),2020-09-21,2020-09-23,"$2,300",3.07%,Front St W & Bathurst,"Concierge, Guest Suites, Gym, Outdoor Pool, Rooftop Deck/Garden, Visitor Parking",E,Toronto,"Newly Built 2 Bedrooms 2 Washrooms Condo In The Prestigious Minto Westside Condos In Downtown Toronto! The Master Bedroom Has Its Own Ensuite Bathroom, Walk-In Closet And Large Windows. The Living Room Is An Open Concept Design With A Beautiful Contemporary Modern Kitchen, Completed With Stainless Steel And Built-In Appliances. The Unit Comes With A Locker For Added Storage And The Condo Offers Amazing Amenities Including State Of The Art Gym And Outdoor Pool"
C4881757,Unit 1909 - 20 Bruyeres Mews,Waterfront Communities C1 - Toronto,Condo Apt,"$ 599,000","$618,167",2020-09-02,,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,105","Condo Apt, Other",$376/month,0-5,600-699 feet²,None,"water,heat",40 days,19 day(s),2020-08-22,2020-09-02,"$2,250",3.07%,Bathrust/Lakeshore,"Concierge, Exercise Room, Gym, Rooftop Deck/Garden, Visitor Parking",E,Toronto,"Gorgeous Bright And Sunny 1 Bed+Den With Fabulous Balcony Lake View In The Waterfront Communities. Wall To Wall Windows And Soaring 10'8"" Smooth Ceiling, Open Concept Kitchen With Caesar Stone Counter, Large W/I Closet In Bedroom, Front Load Washer And Dryer, Minutes To Liberty Village, King West, Queen West, Billy Bishop Airport. Furniture Can Be Matter Of Negotiation."
C4902511,Unit 1002 - 478 King St W,Waterfront Communities C1 - Toronto,Condo Apt,"$ 675,000","$674,908",2020-09-08,,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,656","Condo Apt, Apartment",$485/month,-,600-699 feet²,None,"water,heat",22 days,20 day(s),2020-09-08,2020-09-08,"$2,782",3.42%,King And Spadina,"Concierge, Guest Suites, Gym, Media Room, Party/Meeting Room, Security Guard",N,Toronto,"Trendy King West Loft Living Awaits At Victory Lofts. This Free-Flowing Space Has 1 Bed + Den Perfect For A Home Office Or Workoutspace, 1Bath, Wall-To-Wall Windows, Hardwood Floors, Exposed Concrete Ceilings, Integrated Kitchen W/Granite Countertops & Sleek Finishes. W/Oto A Spacious Balcony W/City Views. All This, Plus Parking & Locker, Is An Incredible Opportunity In The Heart Of King West. Take Advantage Of Shops,Markets, Restos, Nightlife & The Ttc"
