Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Sold_price,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Date_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality,Description
C4912956,Unit 706 - 170 Chiltern Hill Rd,Humewood-Cedarvale - Toronto,Condo Apt,"$ 589,000","$634,400",2020-10-12,,1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,441","Condo Apt, Apartment",$550/month,-,500-599 feet²,None,"water,heat",27 days,15 day(s),2020-09-15,2020-10-08,"$2,209",2.58%,Bathurst&Eglinton,"Concierge, Exercise Room, Guest Suites, Gym, Party/Meeting Room, Visitor Parking",N,Toronto,"Welcome To Upper Forest Hill! Functional Loft Style 1 Bed(W Parking). Boutique Luxury Building ""The Hill"" Is Steps From The Lrt, Eglinton W Subway, &Allen Rd/Hwy 401. Open Concept Unit,Bright&Airy. Wall-To-Wall/Floor-To-Ceiling Windows. 9' Ceilings. Eat-In Kitchen W S/S Appliances&Quartz Countertop&Backsplash. Stunning Master W Glass Doors. 3 Pc Bath W Glass Shower. Balcony W City Views. Foyer W Lrg Closet&Separate Laundry Closet. Not An Inch Of Wasted Space!"
C4943753,29B Claxton Blvd,Humewood-Cedarvale - Toronto,Condo Apt,"$ 899,000","$925,172",2020-10-11,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 4,468","Condo Apt, 2-Storey",$275/month,-,1600-1799 feet²,Full,,6 days,15 day(s),2020-10-06,2020-10-10,"$2,629",2.43%,Bathurst/St Clair,,S,Toronto,"Rarely Offered 2 Storey Condo With A Basement! 2 Unique Sep Living Spaces Which Can Be Gyms, Storage, Etc. Coveted Cedarvale. Bldg Has Only 4 Suites In Total & Each Has Their Own Separate Entrance. Enjoy The Luxury Of 4 Owner Management. Open Concept Lr/Dr. Large Kitchen And Family Size Dining Room Seating Many! Massive Master Bedrm With Walk-Out To Balcony. 2 Skylights, Pot Lights, Detached Garage. 1618 Sq.Ft. + 883 Sq.Ft. (Bsmt) = 2,501 Sq.Ft. Total"
C4925396,27B Claxton Blvd,Humewood-Cedarvale - Toronto,Condo Apt,"$ 999,000","$1,027,449",2020-10-10,,3 Bedrooms,2 Bathrooms,1 Garage,"$ 4,468","Condo Apt, 2-Storey",$265/month,-,1600-1799 feet²,None,,19 days,15 day(s),2020-09-23,2020-10-05,"$2,691",2.27%,Bathurst And St. Clair,,S,Toronto,"Great Alternative To High Rise Living In This One Of A Kind Executive1,621 Sq Ft Bi-Level Condo In Unique Georgian Style Property W/Only 3 Other Suites. Modern, Open Concept W/Soaring Ceilings & Skylite, Reno'd Kit W/Breakfast Bar, Heated Floors, Loft Style Fam Room, Massive Master W/Wall Of Clsts, Steps To Cedarvale Ravine, Heath Subway, Forest Hill Village & Shops On St Clair, Cedarvale School Area. Perfect For Empty Nester, Single Or Professional Couple."
C4940323,Unit 802 - 170 Chiltern Hill Rd,Humewood-Cedarvale - Toronto,Condo Apt,"$ 1,099,000","$1,157,954",2020-10-10,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 4,438","Condo Apt, Apartment",$850/month,0-5,800-899 feet²,None,"water,heat",7 days,15 day(s),2020-10-05,2020-10-06,"$2,629",1.35%,Bathurst & Eglinton,"Bbqs Allowed, Concierge, Exercise Room, Guest Suites, Visitor Parking",S,Toronto,"Top Floor At The Hill - Fabulous Condo At Bathurst & Eglinton. 826 Sq.Ft. - 2 Bedroom, 2 Full Spa-Like Baths. Walk Out To The 496 Sq. Ft. South Facing Terrace With Stunning Views And A Natural Gas Bbq Line. Bright And Beautiful!! 9 Ft. Floor To Ceiling, Wall To Wall Windows. Steps To Shops, Restaurants And Transit. All The Fabulous Amenities You Would Expect. Concierge, Gym. Party Room, Guest Suites & Visitor Parking."
C4796356,Unit 402 - 170 Chiltern Hill Rd,Humewood-Cedarvale - Toronto,Condo Apt,"$ 979,000","$989,159",2020-10-09,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,200","Condo Apt, Apartment",$981/month,New,900-999 feet²,None,"water,heat",117 days,15 day(s),2020-06-17,2020-10-02,"$2,348",1.22%,Bathurst & Eglinton,"Concierge, Exercise Room, Guest Suites, Gym, Party/Meeting Room, Visitor Parking",S,Toronto,"Nestled In One Of The Most Prestigious Locations In The City You New Home Awaits In This Luxury Condo At ""The Hill"" In Upper Forest Hill Village. This Split Open Concept, 2 Bdr, 2 Bathroom Includes Master En-Suite, W/I Closet, In-Suite Laundry, Floor To Ceiling Windows, ,. Huge 392 Sq/Ft Terrace Overlooking All The Best The City Has To Offer. Steps To Some Of The Trendiest Shops, Restaurants, Subway, Future Lrt And Lots More!"
C4948741,Unit 507 - 170 Chiltern Hill Rd,Humewood-Cedarvale - Toronto,Condo Apt,"$ 499,000",Estimated Date,-,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,224","Condo Apt, Apartment",$450/month,-,500-599 feet²,None,"water,heat",3 days,School,2020-10-09,2020-10-09,Rental Yield,Rental Dom,Bathurst & Eglinton,,N,Toronto,"Welcome To The Hill. Situated On The Border Of Forest Hill & Cedarvale. This Suite Is In A Perfect Location. No Space Is Wasted In This Well Laid Out Space. Beautiful High-End Finishes W/A Private Large Balcony. Subway, Parks, Restaurants, Convenient Stores Are At Your Door Step."
C4895915,Unit 1504 - 1486 Bathurst St,Humewood-Cedarvale - Toronto,Condo Apt,"$ 849,000","$911,050",2020-09-04,,2+1 Bedrooms,2 Bathrooms,1 Garage,"$ 3,993","Condo Apt, Apartment",$716/month,New,900-999 feet²,None,water,40 days,12 day(s),2020-09-02,2020-09-04,"$3,192",2.68%,Bathurst And St. Clair,"Bike Storage, Concierge, Gym, Party/Meeting Room",Se,Toronto,At The Heart Of Bathurst And St. Clair Lives A Suite With A New Look And A New Unbeatable Price That Is Perfect For The Work From Home Lifestyle. The 927 Sq. Ft. 2 Bedroom + 2 Bath + Den Unit Provides Ample Space For An Uninterrupted Zoom Call. This Suite Comes Complete With 2 Balconies That Together Make Out To Be 137 Sq. Ft. Steps Away From The Ttc And All Things Necessary For Proper City Living. Views Of The Lush Wells Hill Park And The Cn Tower.
C4945745,Unit 407 - 35 Raglan Ave,Humewood-Cedarvale - Toronto,Condo Apt,"$ 589,900","$588,981",2020-10-12,,2 Bedrooms,1 Bathrooms,0 Garage,"$ 2,069","Condo Apt, Apartment",$639/month,-,800-899 feet²,None,"water,hydro,heat",4 days,15 day(s),2020-10-08,2020-10-08,"$2,110",2.47%,St Clair / Bathurst,,S,Toronto,"Wonderful New York Style Brownstone Walk-Up Building. Sunny, Reno'd + Glorious! Fall In Love With This Inviting Home. Family Friendly, Fabulous Neighbourhood With Wonderful Amenities Just Steps From Your Front Door. A Few Minutes Walk To Subway/Loblaws, St Clair Streetcar + Bathurst Bus, Shoppers, Local Cafes, Wychwood Barns, Starbucks, Forest Hill Village,Humewood Community + Holy Rosary Schools, No Elevator, Sorry No Dogs Allowed. Staged Virtually."
C4797818,Unit 601 - 530 St Clair Ave W,Humewood-Cedarvale - Toronto,Condo Apt,"$ 670,000","$679,172",2020-07-14,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,453","Condo Apt, Apartment",$590/month,6-10,700-799 feet²,None,"water,heat",116 days,20 day(s),2020-06-18,2020-07-12,"$2,158",2.2%,St Clair / Bathurst,"Concierge, Games Room, Gym, Media Room, Party/Meeting Room, Sauna",W,Toronto,"Prime Location, Boutique Condo Building Located At Prestigious St Clair & Bathurst Neighborhood, Immaculate And Sun Filled 1 Bed + Den Unit With Spectacular West View, 734 Sf + 100 Sf Balcony, Spacious Layout With Contemporary Finishes, 9' Ceilings, Excellent Amenities Incl Gym, Sauna, Spa, Game Room, Media Room, Party Room, Outdoor Terrace & 24 Hr Concierge, Steps To Subway, Restaurants, Shops And Close To St Michael's College School & Upper Canada College."
C4918468,Unit 1602 - 500 St Clair Ave W,Humewood-Cedarvale - Toronto,Condo Apt,"$ 655,000","$585,265",2020-09-18,,1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,210","Condo Apt, Apartment",$533/month,6-10,600-699 feet²,Apartment,"water,heat",24 days,13 day(s),2020-09-18,2020-09-18,"$1,682",1.85%,St. Clair W And Bathurst,"Bike Storage, Concierge, Exercise Room, Gym, Sauna, Visitor Parking",Sw,Toronto,Rarely Available And Perfectly Laid Out 1Bedroom Sw Facing Suite Overlooking The Wychwood Neighbourhood. Bright And Spacious Unit With Large Double Entrance Balcony. Open Concept Floor Plan W/ Designer Upgrades Throughout. Large Bedroom Easily Accommodates A King-Size Bed With Ample Closet Space. Modern Kitchen With Upgraded Large & Stainless Steel Appliances. Beautiful View Of Downtown Toronto And Lake Ontario.
C4899099,Unit 1403 - 1486 Bathurst St,Humewood-Cedarvale - Toronto,Condo Apt,"$ 1,299,000","$1,264,695",2020-09-04,,2+1 Bedrooms,3 Bathrooms,1 Garage,"$ 5,915","Condo Apt, Apartment",$1016/month,New,1600-1799 feet²,None,water,38 days,12 day(s),2020-09-04,2020-09-04,"$2,941",1.27%,Bathurst St And St Clair Ave W,"Bike Storage, Concierge, Exercise Room, Gym, Party/Meeting Room, Security System",E,Toronto,"Spacious 2 Bed Plus Den,Upgraded Kitchen W/Full Uppers,Under-Mount Valance Lighting And Ss Sink,Granite Counter Tops,Sit Down Bar And Work Island,Window Treatments Throughout,M.Bath Shower Spa,Guest Shower Spa,1 Parking,2 Lockers,3 Min Walk To Subway,Lcbo,Sdm,Bbq Area And Terrace,Gym-Cardio/Elliptical Machines/Weights,Party Room W/Kitchenette,Billiards,Concierge,Great Unobstructed Views Throughout,Wonderful Small Boutique Building Only 93Units. Luxury Living"
C4949933,Unit 1605 - 1486 Bathurst St,Humewood-Cedarvale - Toronto,Condo Apt,"$ 850,000",Estimated Date,-,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,679","Condo Apt, Apartment",$669/month,0-5,800-899 feet²,None,"water,heat",1 days,School,2020-10-11,2020-10-12,Rental Yield,Rental Dom,Bathurst St And St Clair Ave W,"Bike Storage, Concierge, Exercise Room, Gym, Party/Meeting Room, Security System",Se,Toronto,"860 Sq Ft Condo Upgraded With Fireplace & Organizers In All Closets. Minutes From Ttc, St. Clair West Subway Station & Loblaws Shopping Centre & Wide Variety Of Shops, Restaurants, Cafes, Parks & Schools. The Boutique Club Features Fully Equipped Exercise Room, Rec Room, Yoga Room & Party Room. Smooth 9Ft Ceilings, Floor-To-Ceiling Windows. Cesar Stone Countertops, 2 Balconies, Undermount Sink. 93 Walk Score. 89 Transit Score."
C4948677,Unit 303 - 35 Raglan Ave,Humewood-Cedarvale - Toronto,Condo Apt,"$ 549,000",Estimated Date,-,,2 Bedrooms,1 Bathrooms,0 Garage,"$ 2,111","Condo Apt, Apartment",$679/month,51-99,800-899 feet²,None,"water,hydro,heat",4 days,School,2020-10-08,2020-10-10,Rental Yield,Rental Dom,"W Of Bathurst, N Of St Clair",Bike Storage,Ne,Toronto,"Fabulous Wychwood! New York Style 856 Sq Ft Condo, Boutique Building, Steps To Restos And Shops Of St. Clair & Transit. Bright, Spacious 2 Bed With Separate Dining Room And Large Living Room, Stylish Open Plan. New Appliances, Gorgeous Hardwood Floors And Large Windows With Views Of Trees & Sunshine. Wychwood Barns, Parks, Trails, Bike And Walking Paths Just Outside Your Door ! Great Value And Investment. Perfect Work At Home Space. Choose Boutique Living !!"
C4918758,Unit 3608 - 403 Church St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 698,800","$669,987",2020-09-18,,2 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",-,New,600-699 feet²,None,,24 days,22 day(s),2020-09-18,2020-09-18,"$2,450",4.12%,Carlton And Church,"Concierge, Guest Suites, Gym, Party/Meeting Room, Rooftop Deck/Garden",Ne,Toronto,"Spacious Two Bedroom Condo With Large Wrap Around Balcony. Laminate Flooring Throughout. Over 16000 Sqft Of Amenities: Fitness Center, Party Room, Theater & Outdoor Terrace. Centrally Located Building With Walking Distance To Ryerson University, U Of T, Underground Subway, 24Hrs Street Car At The Doorstep."
C4681904,Unit 2708 - 70 Carlton St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 895,000","$860,556",2020-09-11,,2 Bedrooms,1 Bathrooms,1 Garage,$ 1,"Condo Apt, Apartment",$415/month,New,600-699 feet²,None,heat,252 days,22 day(s),2020-02-03,2020-09-11,"$2,777",3.06%,Church And Carlton,,Ne,Toronto,"Stanley Condo Built By Tribute, Core Architects, Patton Design Studio, 37 Storeys, This Is An Assignment Sale. This 2 Bedroom Corner Unit With 2 Walk Outs To A Large Balcony On The 26th Floor. Stainless Steel Appliances, Laminate Floors, 9' Ceilings, Contemporary Kitchen Design, Parking And Locker. The View Is Breath Taking, The Suite Is Bright, The Finishings Are First Class, Move In Right Away, Never Lived In, Be The First To Enjoy This Splendid Suite."
C4858760,Unit 1605 - 70 Carlton St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 888,000","$866,597",2020-09-09,,2 Bedrooms,2 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$450/month,New,700-799 feet²,None,"water,heat",67 days,22 day(s),2020-08-06,2020-09-08,"$2,747",2.95%,Church & Carlton,"Concierge, Games Room, Gym, Media Room, Party/Meeting Room, Rooftop Deck/Garden",Nw,Toronto,"2 Bed 2 Bath At The Stunning Stanley Condos In A Prime Location Downtown At Church And Carlton! With Over 16,000 Sq. Ft. Of Hotelinspired Amenities That Optimize Downtown Living. Featuring A Fitness Centre, Party Room, Theatre, Study Hall, An 8,000 Sq. Ft. Outdoor Terrace, And More, There's Never A Dull Moment At Stanley. Set To Occupy In December 2020."
C4885928,Unit 2708 - 403 Church St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 919,000","$891,874",2020-09-11,,2 Bedrooms,1 Bathrooms,1 Garage,$ 1,"Condo Apt, Apartment",$415/month,New,600-699 feet²,None,heat,47 days,22 day(s),2020-08-26,2020-09-11,"$2,735",2.9%,Church And Carlton,,Ne,Toronto,"Stanley Condo Built By Tribute, Core Architects, Patton Design Studio, 37 Storeys, This Is An Assignment Sale. This 2 Bedroom Corner Unit With 2 Walk Outs To A Large Balcony On The 26th Floor. Stainless Steel Appliances, Laminate Floors, 9' Ceilings, Contemporary Kitchen Design, Parking And Locker. The View Is Breath Taking, The Suite Is Bright, The Finishings Are First Class, Move In Right Away, Never Lived In, Be The First To Enjoy This Splendid Suite."
C4895923,Unit 712 - 70 Carlton St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 669,900","$660,927",2020-09-17,,1+1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$395/month,New,600-699 feet²,None,heat,40 days,22 day(s),2020-09-02,2020-09-16,"$2,000",2.69%,Church And Carlton,"Concierge, Games Room, Media Room, Party/Meeting Room, Rooftop Deck/Garden",W,Toronto,"Sold Out Stanley Condo Built By Tribute, Core Architects, Patton Design Studio. One Bedroom Plus Den With Functional Layout On 7th Floor With West View. Over 16,000 Sqft Of Hotel-Inspired Amenities; Fitness Centre, Party Room, Theatre, Outdoor Terrace, And More. Great Location - Located Across The Street From The Historic Maple Leaf Gardens In The Heart Of Downtown. Transportation, Shopping, Financial Center, And More! This Is An Assignment Sale."
C4869239,Unit 3413 - 70 Carlton St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 699,000","$678,009",2020-09-14,,1+1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$378/month,-,600-699 feet²,None,heat,60 days,22 day(s),2020-08-13,2020-09-14,"$2,000",2.65%,Church And Carlton,"Concierge, Exercise Room, Gym",S,Toronto,"Stanley Condos Is A New Pre-Construction Condo. Located At 70 Carlton Street In Toronto, 34 Th Floor With Full South View With No Obstruction . Has A Walk Score Of 98/100 ! Minutes To The University Of Toronto, Ryerson University And Subway, Proposed Occupancy Date Is Oct, 2020. Send Offer To Jeonjongill@Hotmail.Com..."
C4910035,Unit 1311 - 89 Mcgill St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 980,000","$997,263",2020-10-11,,3 Bedrooms,2 Bathrooms,2 Garage,"$ 3,500","Condo Apt, Apartment",$771/month,0-5,800-899 feet²,None,,29 days,23 day(s),2020-09-13,2020-10-07,"$4,209",3.46%,Church & Gerrard,"Concierge, Exercise Room, Gym, Outdoor Pool, Visitor Parking",Sw,Toronto,"Two Parking Spaces With This Rarely Offered, Bright And Spaciously 3Bdm, 2 Bath Condo For Sale At Alter, Tridel Built Luxury Condo! Beautiful Sw View Of The City With 2 Balconies, Upgraded Finishes, Functional Layout To Maximize Available Space. Steps To Subway, Yonge Street, Close To Loblaws, Ryerson University, U Of T, Eaton Centre, Hospitals, Restaurants And More With Walk Score 96/100."
C4931638,Unit 306 - 55 Bloor St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 639,000","$651,022",2020-09-29,,1+2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,813","Condo Apt, Apartment",$819/month,-,700-799 feet²,None,"water,hydro,heat",14 days,22 day(s),2020-09-28,2020-09-29,"$3,096",3.42%,Bloor/Yonge,"Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Sauna, Security Guard",N,Toronto,"Heart Of Prestigious Yorkville Living! Perfect Walk And Transit Score! Steps To Two Subway Lines And Quick Access To Dvp. 8.5 Ft Ceiling Height Rarely Offered 1 + Den + Solarium With Two Full Bath At 750 Sq Ft That Is Almost Like A 3-Bedroom. Huge Rental Potential Or Small Family Home. Groceries, Shops, U Of T, Restaurants, Bars, Theatre, Everything You Need!"
C4925453,Unit 907 - 55 Bloor St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 679,000","$696,489",2020-09-27,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,093","Condo Apt, Apartment",$755/month,-,700-799 feet²,None,"water,hydro,heat",20 days,22 day(s),2020-09-22,2020-09-27,"$3,095",3.41%,Yonge & Bloor,"Concierge, Games Room, Gym, Party/Meeting Room, Sauna, Visitor Parking",N,Toronto,"Signature On Bloor, Prestigious Yorkville Location. Perfectly Laid Out. One Bdrm. Plus Den, 775 Sq.Ft. Including Parking & Locker. Steps To Subway, Finest Of Amenities, 24 Hr. Security, Gym, Party/Meeting Room, Rooftop Deck Garden, Sauna, Security, Visitor's Parking"
C4936777,Unit 3107 - 403 Church St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 569,000","$562,711",2020-10-09,,1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",-,-,500-599 feet²,None,heat,11 days,23 day(s),2020-10-01,2020-10-01,"$1,693",3.38%,Church / Carlton,,N,Toronto,"Assignment Sale, Unit Ia Available For Showing, Couple Minutes Walking To College Subway Station, Street Car @ Front Door, Unobstructed North View, 9Ft. Smooth Ceiling. Very Practical And Functional Floor Plan With No Waste"
C4902754,Unit 1106 - 105 Victoria St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 799,000","$805,138",2020-09-24,,2+1 Bedrooms,2 Bathrooms,1 Garage,"$ 2,627","Condo Apt, Apartment",$560/month,-,800-899 feet²,None,water,34 days,22 day(s),2020-09-08,2020-09-24,"$3,260",3.4%,Yonge & Queen,"Bike Storage, Guest Suites, Party/Meeting Room, Visitor Parking",Sw,Toronto,"Rarely Offered Victorian Condo, 855 Sqft. Floor Plan Attached. Steps To Queen Subway, Eaton Centre, Financial District, St. Lawrence Market, St. Michaels Hospital. Condo Has Been Renovated. Low Maintenance Fees. Building Has Only 7 Units Per Floor.There Are 2 Patios. 1 On Same Floor As Suite, Other Is 2nd Floor With Bbq . Building Has Guest Suite, Guest Parking, Bike Storage."
C4945339,Unit 408 - 92 King St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 729,000","$743,592",2020-10-11,,2+1 Bedrooms,2 Bathrooms,1 Garage,"$ 2,801","Condo Apt, Apartment",$846/month,16-30,900-999 feet²,None,"water,hydro,heat",5 days,23 day(s),2020-10-07,2020-10-09,"$3,377",3.36%,King/Church,"Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Security Guard, Visitor Parking",N,Toronto,"Rarely Offered 2+1 Bedroom, 2 Full Bath Condo W/Parking & Locker. Impeccably Maintained, Never Leased, Upgrades Of Marble Floors & Bath In Master Ensuite. Exceptionally Large Master Bedroom W/Sitting Area, Lots Of Natural Light. Good Size Second Bedroom W/Doors Leading To Office. 100 Walk & Transit Score, Bike Lanes, Steps To St Lawrence Market, Distillery District, Restaurants, Coffee Shops, Groceries, Eaton Centre, Lcbo. Maintenance Includes All Utilities!"
C4929476,Unit 705 - 92 King St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 725,000","$749,886",2020-10-12,,2+1 Bedrooms,2 Bathrooms,1 Garage,"$ 2,654","Condo Apt, Apartment",$842/month,-,900-999 feet²,None,"water,hydro,heat",17 days,23 day(s),2020-09-25,2020-10-11,"$3,377",3.36%,King St. East And Church St.,"Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Security Guard, Security System",S,Toronto,"Welcome To King Plaza And Toronto. Sun Filled, Well Kept, Renovated Suite Offers 979 Sq Ft Of Living Space. Enjoy South Exposure With Downtown Views.Custom Kitchen With Built-In Appliances, Breakfast Bar, Designer Back Splash. Generous Size Bedrooms, Spacious Solarium Can Be Used As Third Bedroom. 2 Full Baths. Transit Score 100, Walk Score 99. St. Lawrence Market, Financial District, Sony Theatre. Roof Top Patio Overlooking St. James Cathedral!"
C4917299,Unit 602 - 81 Mutual St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 114,900","$238,936",2020-09-18,,1+1 Bedrooms,1 Bathrooms,1 Garage,$ -,"Condo Apt, Apartment",$305/month,-,500-599 feet²,None,,25 days,22 day(s),2020-09-17,2020-09-18,"$1,880",7.33%,Dundas St. West/Church St.,"Bike Storage, Concierge, Exercise Room, Games Room, Guest Suites, Gym",Se,Toronto,"**Assignment Sale** Max Condo Coner Unit. Include 1 Parking Spot. Very Rare. 1+1 Bedroom. Laminate Flooring Throughout Condo. 6 Appliances, Quartz Countertop. 8.6 Feet Smooth Ceiling, Open Concept, 4 Pc Full Washroom. High End Finishes+ Hotel Like Amenities. Located Just South Of Dundas St W. Walk Distance To Ryerson University, Dundas Square, Dundas Subway And 24 Hr Streetcar At Doorsteps. Se Exposure."
C4943294,Unit 1006 - 101 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 824,900","$828,246",2020-10-11,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,370","Condo Apt, Apartment",$486/month,-,800-899 feet²,None,"water,heat",6 days,23 day(s),2020-10-06,2020-10-08,"$3,215",3.25%,Bloor & Jarvis,"Concierge, Exercise Room, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",Nw,Toronto,"Extraordinary, 2 Bedroom Corner Suite In The Luxurious X2 Condos With Beautiful Views! Tremendous Value And Opportunity. Gorgeous Finishes & Upgrades Throughout Including A Large Kitchen Island. This Spectacular Package Includes A Preferred Split Bedroom Plan, 2 Baths, Parking And A Spacious Balcony To Relax And Rejuvenate. Ample Storage. Exceptionally Bright W Floor-To-Ceiling Windows & 9 Ft Ceilings."
C4914917,Unit 1806 - 210 Victoria St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 848,000","$853,711",2020-09-29,,2 Bedrooms,3 Bathrooms,1 Garage,"$ 3,239","Condo Apt, 2-Storey",$892/month,-,1000-1199 feet²,None,"water,hydro,heat",26 days,22 day(s),2020-09-16,2020-09-29,"$4,404",4.18%,Yonge & Dundas,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Security Guard",S,Toronto,"Prestigious 2 Storey 1089 Sqft Executive Condo In The Pantages Tower. Prime Location In The Heart Of The City, Steps From The Eaton Center, Subway, St.Michael's Hospital, Ryerson, U Of T, St Lawrence Market, Four Seasons Centre, Yonge &Dundas Sq, Theatres & More! This Stunning Property Has Been Updated From Top To Bottom W/ New Flooring, Appliances, Lighting & California Shutters. All-Inclusive Maintenance Fee Includes All Utilities. This Condo Is A Must See!"
C4944783,Unit 903 - 81 Mutual St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 519,000","$500,381",2020-10-11,,1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",-,New,0-499 feet²,None,,5 days,23 day(s),2020-10-07,2020-10-07,"$1,781",4%,Jarvis/Dundas Street,,S,Toronto,"Location! Location! 480 Sq.Ft/90 Sq.Ft Balcony. Max Condo By Tribute. Yonge Subway Steps Away. Ryerson U, George Brown College, Eaton Centre Within Walking Distances. 24 Hr Streetcar At Doorsteps. South Expose. Functional Layout. 8.6 Feet Ceiling."
C4945338,Unit 1409 - 81 Mutual St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 669,000","$647,938",2020-10-11,,2 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",-,-,600-699 feet²,None,,5 days,23 day(s),2020-10-07,2020-10-08,"$2,292",3.97%,Dundas St West / Church St,"Bike Storage, Concierge, Exercise Room, Games Room, Guest Suites",Ne,Toronto,"**Downtown Max Condo Assignment Sale** Don't Miss This Golden Opportunity To Own Brand New 2 Bedroom Unit In The Heart Of Downtown,Toronto.Built By Tribute Communities And Located Near Church And Dundas St. Steps Away From Ttc Subway & Street Car. Only 5 Min Walking Distance To Ryerson University,Dundas Square. Near George Brown College,U Of T. This Northeast Facing 665 Sq.Ft Unit Has A Huge Balcony/Functional Layout.Occupancy Date: Jan. 5, 2021."
C4904302,Unit 906 - 100 Hayden St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 750,000","$759,925",2020-09-24,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,567","Condo Apt, Apartment",$790/month,-,800-899 feet²,None,water,33 days,22 day(s),2020-09-09,2020-09-24,"$3,246",3.23%,Bloor/Church,"Concierge, Exercise Room, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden",Ne,Toronto,"Amazing Value! Near Yonge/Bloor: 2 Bdrm 2 Bath, Balcony & Great Views! Boutique ""Bloor Walk"", Quiet, Tree Lined Cul-De-Sac. 99 Walk Score: Subway, Yorkville, Shops. Bright & Beautiful Suite With Views Of Historic Manulife Bldg, St. Paul's Church, Rosedale Valley. Open Living-Dining Space, Gas Fireplace, Walk Out To Balcony. Open Concept Kitchen W/Granite Counters, Breakfast Bar. 2 Updated Baths. Laminate Wood Floors. Extra Window In 2nd Bdrm."
C4934740,Unit 522 - 22 Leader Lane,Church-Yonge Corridor - Toronto,Condo Apt,"$ 459,000","$479,299",2020-10-11,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,914","Condo Apt, Apartment",$551/month,-,0-499 feet²,None,"water,heat",12 days,23 day(s),2020-09-30,2020-10-11,"$2,141",3.24%,Yonge & King,"Concierge, Exercise Room, Party/Meeting Room, Security System",W,Toronto,"Welcome To The Private Residences Of The World Renowed King Edward Hotel. Your Ultimate Luxury Affordable Pied-A-Terre. Luxury Finishes Throughout, Walking Distance To Union Station, The Financial District & St. Lawrence Market. 3 Km To Billy Bishop Airport."
