Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Sold_price,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Days_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality,Description
C4888217,Unit 3005 - 21 Widmer St,Waterfront Communities C1 - Toronto,Condo Apt,590000.0,593188.0,2020-09-24,570000.0,1,1,0,2447.0,"Condo Apt, Apartment",455.0,10-Jun,600-699 feet??,,"water,heat",28,20.0,2020-08-27,2020-09-24,1942.0,2.38,Adelaide & John,"Concierge, Gym, Party/Meeting Room, Recreation Room, Security Guard, Visitor Parking",N,Toronto,"Best Priced Unit In This Prestigious Cinema Tower In Prime Location In The Heart Of The Entertainment District. Live A Vibrant Lifestyle Just Steps To Restaurants, Shops And Public Transport In Walking Distance. Open Concept With Spacious Living/Dining (Unit 622 Sq Ft) And 90 Sq.Ft Of Balcony With Unobstructed View). Amazing Amenities Include 38 Seat Theatre Room, Basketball Court, Full Gym,Sun Deck, Fitness & Yoga Studio,Whirlpool, Bbq Area & Much More"
"C4884658, 30827383",Unit 906 - 460 Adelaide St E,Moss Park - Toronto,Condo Apt,587000.0,565610.0,2020-09-25,551000.0,1,1,0,1.0,"Condo Apt, Apartment",371.0,2019,581 feet??,,"water,heat",30,15.0,2020-08-25,2020-10-02,1988.0,3.25,Adelaide St E & Sherbourne St,"Concierge, Guest Suites, Gym, Rooftop Deck/Garden, Security Guard, Visitor Parking",N,Toronto,"Axiom 1-Year New Corner Unit, 581 Sq Ft. Plus 90 Sq Foot Extra-Large Private Balcony. Floor To Ceiling Windows, 9Ft Ceilings & Hardwood Floors Throughout. Quartz Countertop, Ceramic Glass Cooktop And 1 Bedroom With Walk-In Closet. Bike Locker, In-Suite Laundry, 24 Hrs Concierge, Security, Lounge, Gym, Party Room & Outdoor Terrace. Steps To St. Lawrence Market, Ttc, Ryerson, George Brown College, Shopping, Sugar Beach, Cafes And Diners."
C4876578,Unit 829 - 1 Shaw St,Niagara - Toronto,Condo Apt,619900.0,672454.0,2020-09-21,660000.0,2,2,1,2744.0,"Condo Apt, Loft",518.0,,700-799 feet??,Other,"water,heat",36,14.0,2020-08-19,2020-09-25,2600.0,3.13,King St W & Shaw St,"Bbqs Allowed, Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Sauna",E,Toronto,"The Trendy Dna Condos! This Beautiful Loft Inspired Suite Features 9Ft Exposed Concrete Ceilings, Hanging Barn Doors, Open Concept Kitchen W/ Stainless Steel Appliances & Gas Stove, Laminate Flooring Throughout, Huge Balcony W/Gas Bbq Connection & Unobstructed Downtown/Cn Tower View, Master Bdrm Offers A Spacious Spa Like Ensuite & Walkout To The Balcony, Freshly Painted, A Must See! What A Great Opportunity To Make Downtowns New Address Your New Address!"
C4868604,Unit 419 - 410 Queens Quay W,Waterfront Communities C1 - Toronto,Condo Apt,630000.0,628442.0,2020-09-25,582000.0,1,1,1,2524.0,"Condo Apt, Apartment",701.0,,700-799 feet??,,"water,hydro,heat",42,20.0,2020-08-13,2020-09-30,1993.0,1.85,Queens Quay @ Spadina,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",SW,Toronto,"This 700 Square Foot Condo Is A Rare Find! Sit Out And Enjoy Your Expansive Terrace Overlooking The Water On Queen's Quay. Large Soaker Tub & Separate Shower. Minutes Walk To The Downtown Core. Steps To All Things Harbourfront Including Hto Urban Beach & Billy Bishop Airport. Plenty Of Surrounding Green Space Too (Perfect For Pet Lovers!) Parking, Locker & All Appliances Included. Freshly Painted With 10 Foot Ceilings - You Just Move In!"
W4916518,672 Old Weston Rd,Keelesdale-Eglinton West - Toronto,Detached,649900.0,695417.0,2020-09-23,662000.0,2,1,1,2537.0,"Detached, Bungalow",,,900 feet?? (SigmaEstimate??),"Sep Entrance, Unfinished",,6,18.0,2020-09-17,2020-09-26,3010.0,4.57,South Of Rogers,,W,Toronto,"First Time Available In 60 Years!!!!! This Classic All Brick Bungalow Is Waiting To Start A New Chapter With Your Modern Updates And Personal Touch. Cherished By The Same Family For Decades This Makes A Perfect Starter Home Or Restoration Project. 30 X 115 Ft Lot !!!!! Private Backyard, That Is Great For Entertaining With No Neighbors Directly Behind. Separate Side Entrance To Basement. Parking For 2 Cars Off Laneway At Rear Of Property."
W4915550,69 Jasper Ave,Rockcliffe-Smythe - Toronto,Detached,699000.0,751524.0,2020-09-17,750000.0,3+1,2,0,2367.0,"Detached, Bungalow",,,1300 feet?? (SigmaEstimate??),"Apartment, Sep Entrance",,7,11.0,2020-09-16,2020-09-28,2554.0,3.64,S & Eglinton & Western & Blk Creek,,S,Toronto,"Amazing Bungalow, 3 Yr New Renovated Hardwood & Laminate Floors, Kitchens With Granite (Quartz) Countertops And Stainless Steel Appliances, 3 Bedroom On Main Floor And Plus A Basement Apartment With Separate Entrance, 4Pc New Bathrooms On The Main Floor And Basement, New Furnace From 2019, Brand New Hot Water Tank, Large Back Yard, Next To Park, Close To Restaurants &Shopping Areas, Ttc, Black River Creek &401. New Lrt Coming Soon."
C4914737,Unit 1016 - 600 Queens Quay W,Waterfront Communities C1 - Toronto,Condo Apt,629000.0,657730.0,2020-09-25,612000.0,1+1,1,1,2351.0,"Condo Apt, Apartment",648.0,16-30,700-799 feet??,,"water,hydro,heat",7,20.0,2020-09-16,2020-10-06,2311.0,2.44,Queens Quay & Bathurst,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Visitor Parking",SW,Toronto,Great Live/Work Opportunity. 750 Sq Ft Including A Large Den/2nd Bedroom. The Large Solarium Makes A Perfect Bright Home Office. Click On The Virtual Tour Button To See A Live Hosted Tour Of The Property . Largest Unit Currently For Sale In The Building. Master Bedroom And Solarium Walkout To Large West Facing Balcony. Many Upgrades.
C4914276,Unit 212 - 225 Merton St,Mount Pleasant West - Toronto,Condo Apt,585000.0,579355.0,2020-09-25,565000.0,1,1,1,2150.0,"Condo Apt, Apartment",613.0,,600-699 feet??,,"water,hydro,heat",7,17.0,2020-09-16,2020-09-29,2000.0,2.31,Yonge & Davisville,"Bike Storage, Concierge, Games Room, Gym, Party/Meeting Room, Visitor Parking",N,Toronto,"Welcome To This Gorgeous Condo Located In Trendy Yonge Davisville Neighbourhood. The Suite Highlights A Renovated Open Plan Design Including A Huge Bedroom With A Wall To Wall Closet. The Living Room & Bedroom Gives Entrance To A Private Balcony. An Owned Parking Spot & Locker Comes With The Condo. The Neighbourhood Provides A Rich Palette Of Shopping, Cafes, Restaurants, Entertainment, Parks, Walking & Bike Trails & A Short Walk To The Subway."
C4910611,Unit S511 - 112 George St,Moss Park - Toronto,Condo Apt,599000.0,608811.0,2020-09-15,565000.0,1,1,1,2423.0,"Condo Apt, Apartment",437.0,,500-599 feet??,,"water,heat",10,15.0,2020-09-13,2020-09-28,2425.0,3.32,Adelaide & George,"Concierge, Exercise Room, Games Room, Gym, Rooftop Deck/Garden, Visitor Parking",W,Toronto,"Award Winning & Highly Sought After Vu Condos- One Of The Best Buildings In The City. Beautiful Sun-Filled Condo Has A Spacious And Functional Layout With High Ceilings, Semi-Ensuite And Newly Finished Kitchen.And Floor To Ceiling Glass Windows. Conveniently Located To St. Lawrence Market, Financial District, Eaton Centre, Metro, Restaurants, Shops, Schools, Ttc, Gardiner/Dvp & So Much More."
C4907634,Unit 2203 - 100 Western Battery Rd,Niagara - Toronto,Condo Apt,689000.0,691353.0,2020-09-23,682000.0,1+1,1,1,2596.0,"Condo Apt, Apartment",570.0,10-Jun,700-799 feet??,,"water,heat",12,14.0,2020-09-11,2020-09-24,2104.0,2.15,King & Strachan,"Concierge, Exercise Room, Guest Suites, Gym, Indoor Pool, Media Room",SW,Toronto,">amazing Sunset & Lake Views <very Bright & Spacious Over 750 S.F. Corner Unit Steps To Kingwest Village. >den Has Window And Door Used As 2nd Bdrm <<this Open Concept Unit Features 2 Balconies & Floor To Ceiling Windows, Panoramic Views , Custom Blinds. Master With W/I Closet. Steps To Exhibition Go, Waterfront Bike Path, Toronto Island Airport.Pedestrian Bridge To King ,Cafes, Bars The Entertainment District & Waterfront.South Facing Terrace. Movie Theater"
C4899472,Unit 616 - 560 Front St W,Waterfront Communities C1 - Toronto,Condo Apt,569900.0,585345.0,2020-09-21,550000.0,1,1,0,2600.0,"Condo Apt, Apartment",337.0,,500-599 feet??,,water,20,20.0,2020-09-03,2020-09-24,2017.0,2.77,Front & Bathurst,,E,Toronto,"1 Bdrm Suite In Award Winning Reve Condo, Tridel Built Boutique Blding In The Heart Of Downtown T.O. Featuring Unobstructed Views Of City From The Floor To Ceiling Windows. Spacious Open Concept Living & Dining, Full Size Kitchen W/Quartz Ctops, S/S Appl. Ceramic Tiles & Breakfast Bar, Large Master, Laminate Flrs Thruout & W/O To Balcony. Walking Dis To All Amenities, Including Shops, Restaurants, Parks, Trails, Harbourfront, Ttc & Much More!"
C4916300,Unit 523 - 77 Maitland Pl,Cabbagetown-South St. James Town - Toronto,Condo Apt,669800.0,680816.0,2020-09-19,665000.0,2,2,1,2376.0,"Condo Apt, Apartment",670.0,,800-899 feet??,,"water,heat",5,10.0,2020-09-17,2020-09-23,2650.0,3.01,Jarvis & Wellesley,"Exercise Room, Indoor Pool, Recreation Room, Sauna, Squash/Racquet Court, Visitor Parking",N,Toronto,"A Warm, Light-Filled Downtown Retreat! This Enviable Abode Spans Nearly 800 Sqft. The Freshly Painted Open Layout Has A Combined Living/Dining Area, 2 Beds, 2 Baths, Built-In Closets, Bamboo Flrs, Pot Lights, Big & Bright Windows, Renovated Kitchen W/Granite, S/S Appls & A Lrgbalcony. Celebrity Place Offers Amenities; Indoor Pool, Gym, Sauna, Security & A Squash Court. Lots To Explore At Church & Wellesley; Parks, Restos, Shops, Ttc Access &Mins To The Dvp."
C4909289,Unit 3805 - 38 Grenville St,Bay Street Corridor - Toronto,Condo Apt,699000.0,695517.0,2020-09-23,691800.0,1,1,1,2339.0,"Condo Apt, Apartment",417.0,10-Jun,500-599 feet??,,"water,heat",10,23.0,2020-09-12,2020-10-03,1974.0,2.13,Bay Street & College Street,"Concierge, Exercise Room, Guest Suites, Indoor Pool, Party/Meeting Room, Visitor Parking",S,Toronto,"Heart Of To! Fantastic Unobstructed Cn Tower/Lake View. Spotless Turn Key, Luxury 1 Bdrm Condo With Parking And Locker, Floor To Ceiling Windows,Huge Balcony, Open Concept Liv/Din/Kitchen W/Granite Counter/Ss Appl & Breakfast Bar. Steps To Yorkville, Queen's Park,U Of T, Ryerson, Financial District, Hospitals+Subways, Ttc. World Class Amenities Incl: 24 Hr Concierge,Guest Suites,Large Indoor Pool.2 Gyms,Outdoor Track,Media Rm,Bike Storage,Visitor Parking++"
E4908046,26 Lakeland Cres,Woburn - Toronto,Detached,649000.0,738649.0,2020-09-23,691000.0,3,2,1,3035.0,"Detached, Bungalow",,51-99,1100-1500 feet??,"Finished, Half",,11,12.0,2020-09-11,2020-10-01,2223.0,3.08,Orton Park Rd. & Brimorton Dr,,N,Toronto,"Charming Cottage Like Home With A Private, Fully Fenced Backyard. This Oasis With Flowering Trees And Patio Area Is Perfect For Escaping The Hustle And Bustle Of City Life. This Home Features A Steel Tile Roof, Garden Shed And A Wood-Burning Fireplace In The Lower Level. Three Bedrooms, A Large Family Room And Eat-In Kitchen And A Lot Of Storage Space Are Just What You Are Looking For. Easy Access To T.T.C. Routes And Go Train."
C4905803,Unit 1001 - 260 Heath St,Forest Hill South - Toronto,Condo Apt,684000.0,638913.0,2020-09-10,665000.0,1,1,1,2387.0,"Condo Apt, Apartment",840.0,,700-799 feet??,,"water,hydro,heat",12,34.0,2020-09-10,2020-09-23,2616.0,2.5,Bathurst & St. Clair Ave W,"Concierge, Exercise Room, Outdoor Pool, Party/Meeting Room, Sauna, Visitor Parking",E,Toronto,"Tired Of Tiny Condos?! Welcome To This Rarely Offered Oversized 783 Sf Bright Beauty At Village Terraces. 1 Min Walk To Heath Entrance At St Clair W Subway Stn. Renovated Washroom & Updated Eat-In Kitchen W/ Break Bar. Open Concept Versatility. Parking & Locker Incl. Maint Fees Incl Hydro, Cable & Internet. The Size & Charm You Crave + All The Amenities Of A New Build W/ Large Outdoor Pool, Exercise Room, 24 Hr Concierge, Visitor Parking, Party Room & More!"
C4903024,Unit 4006 - 88 Harbour St,Waterfront Communities C1 - Toronto,Condo Apt,699000.0,672452.0,2020-09-23,667000.0,1,1,0,2309.0,"Condo Apt, Apartment",438.0,,500-599 feet??,,"water,heat",14,20.0,2020-09-08,2020-09-24,1845.0,1.98,Harbour Between York & Bay St,,E,Toronto,"Stunning 1 Bedroom On The 40th Floor. Breathtaking Views Of The Lake And Downtown Skyline! Open Concept Layout, No Wasted Space! 581 Sq Ft Plus Large Balcony. Floor To Ceiling Window. Direct Access To Path , Union Station, Ttc, Go Station. Just Minutes To Scotiabank Arena, Cn Tower, Financial District And Much More! Escape The Hustle And Bustle Of The South Core With Harbour Plaza's Fabulous And Extensive Amenity Spaces. Luxurious Lobby. Indoor Pool"
W4895968,Unit 2002 - 1420 Dupont St,Dovercourt-Wallace Emerson-Junction - Toronto,Condo Apt,595000.0,653175.0,2020-09-15,580000.0,2,1,0,1943.0,"Condo Apt, Apartment",379.0,,600-699 feet??,,"water,heat",20,12.0,2020-09-02,2020-09-23,2121.0,2.77,Dupont & Lansdowne,"Games Room, Gym, Party/Meeting Room, Rooftop Deck/Garden, Security System, Visitor Parking",SE,Toronto,"Suspended In The Sky 2 Bedroom Corner Suite W/Stunning Views Of City & Lake. Light Filled By Day & Sparkling City Lights By Night. 657 Sq.Ft. Of Well Designed Functional Layout + Balcony * An Entertainer Delight Interior Includes Modern Kitchen W/Granite Counters, Open Concept Living/Dining * Private Oasis Master Retreat W/Panoramic S/E Views * Foyer W/Entrance Closet * Ensuite Laundry * Quality Laminate Flooring & Ample Storage Thru-Out."
E4894349,Unit 301 - 955 O'connor Dr,O'Connor-Parkview - Toronto,Condo Apt,598888.0,620420.0,2020-09-19,583500.0,2+1,2,2,1721.0,"Condo Apt, Apartment",690.0,,1200-1399 feet??,,water,21,14.0,2020-09-01,2020-09-25,2601.0,3.22,O'connor & St. Clair,"Exercise Room, Gym, Party/Meeting Room, Sauna, Visitor Parking",NW,Toronto,"Beautifully Renovated 2 Bdrm+Den,2 Bath Unit In Highly Sought After O'connor Parkview. This Spacious Sun Filled Corner Unit Boasts 2 Parking Spots,New Laminate Floors Throughout,New Kitchen With Quartz Counter,S/S Appliances & Ample Storage, Updated Bathrooms,En-Suite Laundry & Storage, Steps To Walking/Biking Trails At Scenic Taylor Creek Park,Great Schools,Very Convenient Transit/Access To Warden,Coxwell & Woodbine Stns At Front Door, Less Than 30 Min To Dt"
C4890537,Unit 706 - 51 Lower Simcoe St,Waterfront Communities C1 - Toronto,Condo Apt,634800.0,625777.0,2020-09-16,545000.0,1,1,1,1973.0,"Condo Apt, Apartment",396.0,15-Nov,500-599 feet??,,"water,heat",25,20.0,2020-08-28,2020-09-23,2200.0,2.91,Bremner Blvd & Lower Simcoe St,"Concierge, Guest Suites, Gym, Indoor Pool, Rooftop Deck/Garden, Visitor Parking",E,Toronto,"**Infinity 2** In Vibrant Rogers Centre Area.Functionality Meets Convenience! Highly Desirable Condo In Prime Location.Oversized Bedroom And Storage/Laundry Room. Open Concept With Laminate Flooring In The Living/Dinning With Walkout To Balcony. Spacious And Airy Layout With 8 Foot Ceiling Throughout.Next To Cn Tower, Ripley's Aquarium. Steps Away From The Gardiner Express/Union Station.Walk Score 93, 100 Transit Score."
C4887518,Unit 1601 - 5 St Joseph St,Bay Street Corridor - Toronto,Condo Apt,599900.0,607356.0,2020-09-15,607000.0,1,1,0,2171.0,"Condo Apt, Apartment",349.0,,500-599 feet??,,water,26,22.0,2020-08-27,2020-09-29,1912.0,2.5,Yonge & Wellesley,"Concierge, Gym, Party/Meeting Room, Recreation Room, Security Guard",E,Toronto,"Luxury And Gorgeous Condo, Unobstructed East View, Bright And Spacious In The Heart Of Downtown Toronto, 9 Ft Ceiling , Functional Layout, Modern Open Concept Kitchen, Wood Floor Thru-Out, Steps To Wellesley Subway, U Of T, Ryerson, Eaton Centre, Yorkville Shopping Centre, Restaurants 24 Hrs Concierge, Great Amenities Etc."
C4885514,Unit 703 - 400 Adelaide St E,Moss Park - Toronto,Condo Apt,654900.0,648646.0,2020-09-21,630000.0,1+1,1,0,2158.0,"Condo Apt, Apartment",404.0,0-5,700-799 feet??,,"water,heat",28,15.0,2020-08-25,2020-09-30,2050.0,2.55,Adelaide & Sherbourne,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Security Guard",E,Toronto,"Welcome To 400 Adelaide Suite 703! This Design Inspired 1 Bed + Den Features, Open Concept Living & Floor To Ceiling Windows With Balcony! Den Can Be Used As 2nd Bedroom. Downtown Living At Its Finest! Incomparable Building Amenities With Grand Party Room, Rooftop Terrace And Gardens, 24 Hr Concierge & Full Gym! Walking Distance To Fine Boutiques, Cafes, St. Lawrence Market, Distillery District, Union Station, Queens Quay, Financial & Entertainment Districts!"
C4847424,Unit 607 - 761 Bay St,Bay Street Corridor - Toronto,Condo Apt,698000.0,687276.0,2020-09-16,682800.0,1,1,1,2741.0,"Condo Apt, Apartment",370.0,,500-599 feet??,,"water,heat",56,22.0,2020-07-28,2020-09-23,1993.0,2.22,Bay & College,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Security Guard",S,Toronto,"1 Parking + 1 Locker Conveniently On Same Floor, Practical Layout, South Exposure W Full Balcony, Large W/I Closet, 24 Hrs Concierge, Excellent Amenity (Indoor Pool, Gym, Etc.), Move-In Condition-Owner Occupies Unit Since Acquisition./ +++ Underground Direct Access To Ttc College Station, 24 Hrs Supermarket, Banking, Shopping Mall, Restaurants, Pharmacy, Doctors N More!/ Downtown Core, Steps To U Of T, Ryerson, Eaton Center, City Hall, Hospitals."
C4912957,Unit 3502 - 70 Temperance St,Bay Street Corridor - Toronto,Condo Apt,619000.0,661400.0,2020-09-23,600000.0,1+1,1,0,2676.0,"Condo Apt, Apartment",376.0,,500-599 feet??,,"water,heat",6,23.0,2020-09-15,2020-09-30,2135.0,2.54,Bay & Adelaide,"Concierge, Exercise Room, Games Room, Guest Suites, Media Room, Party/Meeting Room",N,Toronto,
C4912675,Unit 502 - 11 Brunel Crt,Waterfront Communities C1 - Toronto,Condo Apt,599900.0,641050.0,2020-09-23,612000.0,1+1,1,1,2119.0,"Condo Apt, Apartment",450.0,New,500-599 feet??,,"water,heat",6,20.0,2020-09-15,2020-09-29,1983.0,2.33,Spadina & Fort York,,SW,Toronto,"Welcome To West One, Cityplace! Superbly Appointed 1 + 1. Epic Layout W Full Sized Kitchen, Private Balcony W Timeless Courtyard & Lake Views, Deeded Parking. Mucho Amenities, Bordering On The Outrageous (Concierge, Guest Suites, Fitness Room, Indoor Pool, Rooftop Deck, Visitors Parking Etc!) Steps To Sobey's, Starbucks, Firkin, Hunter's Landing & Architectural Foot-Bridge To Front St W. Modern Urban Living At Its Best. Available For Limited Time - Act Fast."
C4908091,Unit 1002 - 57 St Joseph St,Bay Street Corridor - Toronto,Condo Apt,599990.0,608835.0,2020-09-16,575000.0,1,1,0,2243.0,"Condo Apt, Apartment",283.0,0-5,500-599 feet??,,"water,heat",10,22.0,2020-09-11,2020-09-21,1925.0,2.64,Bay St. & St. Joseph St.,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",E,Toronto,"Bright Junior 1 Bedroom In Luxurious 3-Year-Old 1000 Bay, With Uoft's Quiet & Green Campus Literally At Your Doorstep! Highly Functional 585 Total Sqft With No Wasted Space. Jr Br Is A Separate Room. Huge Balcony, Floor-To-Ceiling Windows. Very Quiet & Clean Suite, Move-In Ready! Steps From Uoft, Ttc Stations, Yonge/Bloor, Yorkville, Discovery/Hospital District, Financial District, Ryerson, Eaton Centre. One Of Downtown's Most Coveted Buildings & Locations."
W4907018,Unit 1812 - 103 The Queensway Way,High Park-Swansea - Toronto,Condo Apt,658800.0,724410.0,2020-09-19,651500.0,2,2,1,2237.0,"Condo Apt, Apartment",624.0,,800-899 feet??,,"water,heat",11,14.0,2020-09-10,2020-09-22,2500.0,2.64,The Queensway & Windermere,"Concierge, Gym, Indoor Pool, Outdoor Pool, Security System, Tennis Court",W,Toronto,"Beautiful 2 Bed-2 Bath Suite In One Of Toronto's Hottest Buildings Nxt Condos.*Easily One Of The Most Effective Floor Plans*Views Of The Lake!* Beautiful Panoramic Views Of The Humber River, Lake And The The City*Large Balcony*Walking Distance To Lakeshore/Boardwalk*Highpark*Ttc. On-Premise Dog Park And Daycare*9Ft. Ceilings*24/Hr Concierge & Security. Building Has First Class Amenities: Tennis, Pools, Gym, Guest Suites, Media Room."
C4907064,Unit 405 - 25 Carlton St,Church-Yonge Corridor - Toronto,Condo Apt,599000.0,628762.0,2020-09-16,625000.0,1+1,2,0,2621.0,"Condo Apt, Apartment",547.0,15-Nov,600-699 feet??,,"water,heat",11,22.0,2020-09-10,2020-09-25,2459.0,2.95,Yonge & Carlton,"Bbqs Allowed, Concierge, Exercise Room, Guest Suites, Rooftop Deck/Garden, Visitor Parking",W,Toronto,"Location Location Location! 99 Walk Score! Bright, Clean Unit In The Centre Of It All. Open Concept. Huge Master Br W/ Ensuite & W/I Closet. Extra Room Is Private & Doubles As A Guest Room/Office. Freshly Painted Throughout. Floor To Ceiling Windows. Two Walkouts Opening To A Huge L-Shaped Entertainer's Terrace. Kitchen W/ Island. Hardwood Floors. Steps From Everything.. College Subway&Transit, Cinemas, Restaurants, Grocery Stores, College Park & Eaton Centre"
W4905747,Unit 203 - 2 Old Mill Dr,High Park-Swansea - Toronto,Condo Apt,609900.0,652134.0,2020-09-17,608000.0,1,1,1,2519.0,"Condo Apt, Apartment",595.0,0-5,600-699 feet??,Other,water,11,14.0,2020-09-10,2020-09-22,2109.0,2.25,Bloor & South & Kingsway,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",E,Toronto,"Out Of Magazine! Fabulous Contemporary Design In Tridel's Luxury Boutique Bldg.One Bedroom + Media 9 Foot Ceilings, Custom Built-In Unit In Media Space W/Floating Shelves & Desk, Custom Ceilings W/Led Potlights,Smart Switches,Cedar Lined Closets, Custom Doors, Spice Rack Pull Out Etc.Thousands Of Dollars In Upgrades.The Ameneties That You Dream Of! Rooftop, Sky Lounge/Garden, Indoor Pool,Gym,Guest Suites, Steps To Subway,Bwv Shopping & Restaurants..Beautiful"
C4902645,Unit 1305 - 39 Sherbourne St,Church-Yonge Corridor - Toronto,Condo Apt,640000.0,636191.0,2020-09-14,622000.0,1+1,1,0,2321.0,"Condo Apt, Apartment",477.0,,600-699 feet??,,"water,heat",13,22.0,2020-09-08,2020-09-22,1922.0,2.14,King & Sherbourne,"Concierge, Guest Suites, Gym, Visitor Parking",W,Toronto,"Welcome To King Plus Condos. A True Gem! 1 Bedroom+Den, 635 Sqft Of Living Space In The Design District Of Toronto. A Heritage Building With Ultra Modern Elements. Open Concept Living, With Upgraded Appliances, Quartz Counter Top And Outstanding Views Of Downtown Toronto. Super Location That Is Steps To George Brown College, Historic St. Lawrence Market, Distillery District, Shops, Restaurants And Ttc."
W4902523,117 John St,Weston - Toronto,Detached,599800.0,657081.0,2020-09-20,607000.0,3,1,0,2627.0,"Detached, 2-Storey",,,1300 feet?? (SigmaEstimate??),Unfinished,,13,11.0,2020-09-08,2020-09-22,2453.0,3.94,Jane & Lawrence,,S,Toronto,"Cozy Detached Home With 3 Bedrooms And 1 Bathroom. Fairly Large Fenced In Backyard. Great Location With Transit Right Outside, Parks And Schools Nearby. House Is Being Sold As Is Where Is."
E4902588,823 Craven Rd,Greenwood-Coxwell - Toronto,Semi-Detached,699000.0,836074.0,2020-09-22,699000.0,2,2,0,2933.0,"Semi-Detached, 2-Storey",,,900 feet?? (SigmaEstimate??),,,13,11.0,2020-09-08,2020-09-25,2715.0,3.43,Coxwell & Gerrard,,E,Toronto,"The Ultimate Condo Alternative & No Condo Fees! A Great Starter Home. Located On A Cul-De-Sac, This 2 Bedroom With A W/O To A Large Upper Deck Is Move In Ready. Front Pad Sitting Area And A Private Backyard. Steps To Coxwel Subway, Danforth Shopping, Monarch Park With A Skating Ring & A Pool. Don't Miss This Gem."
W4901486,Unit 219 - 370 Hopewell Ave,Briar Hill-Belgravia - Toronto,Condo Townhouse,699000.0,723231.0,2020-09-08,715000.0,2+1,2,1,2759.0,"Condo Townhouse, 2-Storey",385.0,0-5,1000-1199 feet??,,,13,24.0,2020-09-08,2020-09-22,2467.0,2.8,West Marke & Eglinton L.R.T.,"Bbqs Allowed, Bike Storage, Visitor Parking",S,Toronto,"Chic & Bright 2-Year New Executive Townhome In The Heart Of Briar Hill,Just Steps To Eglinton Lrt Set To Open In 2021. Stunning! Upgraded 2+1 Home,One Of The Largest Models.Offers Breathtaking Open Concept Main Flr;Modern Kitchen W/Granite Counters&Sleek Backsplash; Led P-Lights; 9' Ceilings;Fresh Paint;Smart Thromostat;Huge 150 Sf Roof Top Deck/Terrace W/Custom Wood Flr&View Of C.N Tower!Walk To Public Transit&One Of The Best Schools In City Westprep!See 3D!"
W4900296,11 Bernice Cres N,Rockcliffe-Smythe - Toronto,Detached,699999.0,748201.0,2020-09-15,725000.0,2,2,0,2687.0,"Detached, 2-Storey",,,900 feet?? (SigmaEstimate??),Finished,,16,11.0,2020-09-05,2020-09-21,2648.0,3.76,Jane St.\st. Clair,,E,Toronto,"Great Investment Potential! Detached 2 Bedrooms And 2 Bath Home With Versatile Lower Level For Rec. Room Or Home Office. Perfect For Renovators, Investors Or First Time Buyers. Unique Property With A Large Lot. Walking Distance To Schools, Transit, Shops, Parks And Trails. All In A Family Friendly Neighbourhood Close To The Bloor-West Village! Needing Some Tlc And Awaiting Your Personal Touch. Double Car Parking, Fully Fenced Yard, Motivated Seller!"
C4896802,Unit 1211 - 323 Richmond St E,Moss Park - Toronto,Condo Apt,578000.0,602127.0,2020-09-23,565000.0,1+1,1,1,1973.0,"Condo Apt, Apartment",447.0,16-30,600-699 feet??,,"water,hydro,heat",19,15.0,2020-09-02,2020-09-29,2591.0,3.73,Richmond St E & Sherbourne St,"Bike Storage, Concierge, Gym, Sauna",S,Toronto,"Delight In This Large Suite With Parking+Locker!! The St. Lawrence Market & Historic Distillery District,Shopping, Ttc. Enjoy The Vitality Of The City Lights At Night From The Large, South-Facing, Open Balcony. The Den Is Perfect For An At-Home Office Or Separate Dining Area, Whatever Suits Your Needs. Open Kitchen, Abundant Storage And Great Natural Light Throughout. Fantastic Bedroom, No Worries About A King-Sized Bed Here + It Has Wall-To-Wall Closets."
C4884433,Unit 609 - 231 Fort York Blvd,Niagara - Toronto,Condo Apt,628000.0,654271.0,2020-09-17,625000.0,1+1,1,1,2147.0,"Condo Apt, Apartment",553.0,,700-799 feet??,,"water,heat",28,14.0,2020-08-24,2020-09-22,1988.0,2.16,Bathurst & Lakeshore,"Concierge, Gym, Indoor Pool, Rooftop Deck/Garden, Sauna, Security Guard",S,Toronto,"This Is A Stunning Completely Renovated Condo Located In A Premium Location Of Fort York, Overlooking Private Green Space Views Of Trees And The Lake. Large Windows For Plenty Of Light With A Corner Balcony, Ideal For Privacy. This Building Offers World Class Amenities. The Owner Has Spent Thousands Recently On Making This Condo Beautiful. This Beautifully Designed Condo Can Easily Be Converted Into A 2 Bedroom. Amazing Value...Come And See For Yourself!"
